Index,monetary,emissions,indipendence,PM_emissions
2258,129040576.319,96090182.56,19376049.0,68327572.702
2259,124460993.51999998,108260974.71,20081396.0,4197582.899999999
2260,125504849.9,102266342.4,20679356.0,218997.9413
2261,126574176.685,102368814.427,20610952.0,377847.4239
2262,125572791.23000002,101986100.695,20724405.0,209053.9982
2263,124580354.31499998,136700115.0,18117493.0,23047181.769
2264,107348298.93,108875901.799,21899457.0,548766.177
2265,129621064.08,97320947.85,19287308.0,64492694.72
2266,121562511.437,103212036.7857,21017465.0,178682.6747
2267,124429786.96,103266649.185,20605642.0,781632.103
2268,99955569.01,109775250.163,22280611.0,21977145.196
2269,125962319.924,102123166.3019,20673581.0,186127.1585
2270,124649727.84,102539031.051,20690749.0,370588.4
2271,124631431.77,127845956.4,18637770.0,17093132.4
2272,88704766.29,119986061.672,24061404.0,1001343.234
2273,136579853.26999998,91253658.7,17908335.0,153856000.0
2274,125855614.38900004,101989551.428,20700742.0,178461.6353
2275,124910666.93,134099829.0,18245396.0,21354058.9
2276,117550995.7,104895953.944,21128326.0,546520.71
2277,126384659.43,102033674.6287,20667561.0,149473.5907
2278,104455308.734,109672428.208,22337482.0,291693.4969
2279,124386155.09,102993716.425,20661016.0,479187.821
2280,123288037.83,105824253.93,20395573.0,2379864.38
2281,126365978.639,102369057.009,20622449.0,317453.34510000004
2282,124581337.482,101644186.163,20738162.0,2861496.728
2283,125157577.715,103094275.516,20584293.0,715900.379
2284,96485332.73000002,113872095.087,23170881.0,363439.981
2285,125755837.874,102054372.7823,20680747.0,469323.9883
2286,125068478.54100002,102253170.756,20706183.0,276395.1123
2287,125209854.69,157255285.0,16980148.0,57531170.0
2288,109458403.11,108183034.96,21712601.0,553258.194
2289,125056965.43,105911270.15,20274195.0,2704927.75
2290,124464876.975,102276775.373,20807119.0,204796.5805
2291,123660110.76000002,119511625.9,19225092.0,11719334.4
2292,115354811.05,105511645.301,21317595.0,451847.262
2293,126487373.353,101969543.4208,20672827.0,130051.7311
2294,138105592.53,88264949.33,17875659.0,172222776.364
2295,125197705.96999998,134823376.0,18197172.0,21775710.0
2296,76000908.9273,133740155.99,26729426.0,1995051.71986
2297,125536183.335,102252469.981,20677576.0,229284.7338
2298,125675647.009,101973008.0033,20718238.0,197070.8121
2299,125195995.802,103479952.998,20538288.0,946456.185
2300,124019968.81,102951979.231,20693412.0,452202.769
2301,126990177.86,101332226.0,20108379.0,19820478.94
2302,112795138.537,106286544.125,21594112.0,259639.15
2303,124560144.92999998,142554321.0,17835424.0,26633613.697
2304,87136958.22,175671101.0,20540901.0,37669485.54
2305,125147469.65100002,102897865.252,20609736.0,588771.684
2306,125408182.90800002,102142466.643,20701851.0,229706.304
2307,124611145.92,109682595.2,19953189.0,5110263.279999999
2308,121314610.74,103548455.497,20912511.0,350084.999
2309,127786434.20000002,98928062.897,19889931.0,35296231.918
2310,107052814.477,108558647.702,22131843.0,220757.8817
2311,123087749.82,114198537.9,19662665.0,7994314.7
2312,124381726.08,102935735.555,20668039.0,453061.031
2313,125372719.79,106221795.57,20230970.0,2950732.24
2314,125866818.719,101890089.9409,20725812.0,177658.7322
2315,125840192.67999998,113594856.0,19093359.0,29249601.7
2316,97111389.25,113536522.976,22963497.0,625219.1760000001
2317,126140366.651,102032936.0129,20678873.0,153684.35199999998
2318,137491526.49,88220670.36,17875473.0,178070164.29
2319,125364328.69600004,143422873.0,17751893.0,27309227.0745
2320,106753714.8,111228956.18,21638686.0,2121819.79
2321,126062365.72300002,102363865.804,20637445.0,284268.927
2322,122287402.93999998,102423932.69,20908711.0,2206122.017
2323,124678335.14000002,102989037.578,20629547.0,576882.314
2324,114946729.471,105536814.428,21407865.0,287434.6269
2325,126183783.56000005,101910932.06,20666885.0,730259.5499999999
2326,125597194.23800002,102129247.001,20692243.0,206503.3478
2327,130516013.95,132968774.6,16984048.0,98399652.7
2328,74253824.05000001,136596962.521,27938708.0,612576.282
2329,129260525.958,96383167.685,19334026.0,67378606.112
2330,126042079.676,101861007.7315,20718618.0,161668.3649
2331,124241096.67000002,110712135.8,19873378.0,5887719.58
2332,122731502.65,105399660.79,20489016.0,2026900.932
2333,126336241.624,102299436.659,20631646.0,288802.464
2334,110937428.769,106963799.217,21721760.0,330162.3959
2335,123995254.83000004,105085281.83,20437016.0,1834560.72
2336,112741416.15,108600134.82,21210972.0,1808966.46
2337,135927516.76,95540394.63,17844140.0,139408373.03
2338,125252531.429,102051513.3957,20760375.0,189713.7204
2339,123798578.63,111301062.2,19848116.0,6210192.99
2340,102240363.891,103952004.4323,21126626.0,141291012.2596
2341,126101855.50200002,101957106.7793,20692446.0,156419.92719999998
2342,124938248.07700002,102250265.884,20717947.0,296823.1916
2343,124128791.89000002,110147787.6,19935284.0,5381064.59
2344,103452102.71,110657809.362,22209687.0,773745.156
2345,126144007.298,102120634.5504,20666746.0,169443.9672
2346,138486784.614,88033946.193,17895104.0,171618424.951
2347,124937850.62000002,108673461.6,20022822.0,4542864.03
2348,124208372.397,102651605.884,20731885.0,296823.1916
2349,126229371.422,102446219.951,20614020.0,409701.4369
2350,110611440.466,107049087.977,21790305.0,271914.29250000004
2351,124631300.21,148323393.0,17573211.0,30443337.169
2352,77534258.47999999,132289435.712,26980174.0,555668.742
2353,125039556.955,102684273.846,20642506.0,470767.273
2354,125717707.365,101977140.2989,20713467.0,192407.098
2355,129722982.91,128431505.5,17381014.0,78618393.8
2356,124646651.46,102607973.355,20682632.0,375404.66
2357,126893772.853,101981097.0588,20656414.0,120216.01185
2358,124275876.834,102261028.418,20774474.0,657049.3173
2359,124123886.51,106264268.05,20293461.0,2750956.22
2360,100538129.68373,117040089.31,21869553.0,4409213.8492
2361,125803136.071,102434449.675,20637504.0,336357.0278
2362,115148133.307,105372441.887,21458981.0,215402.0434
2363,125112083.786,102456506.466,20677481.0,277556.4366
2364,96836814.61,113724773.452,23020802.0,522834.669
2365,138090497.78000003,88412116.83,17826607.0,175421855.19
2366,125141435.04799998,102314460.236,20691804.0,266602.1911
2367,124967132.64999998,154079276.0,17364143.0,33925107.32
2368,99025161.85999998,113097181.636,22661557.0,718742.882
2369,124411653.99,108334103.55,20072274.0,4331286.41
2370,111380295.441,106762494.112,21744337.0,237583.0159
2371,137474555.05,96662427.4,17168300.0,192678730.17
2372,105162629.86,109443145.301,22170083.0,451847.262
2373,126351775.702,101980794.0145,20676933.0,136689.7031
2374,124896399.57199998,101192127.791,20510578.0,9832538.133
2375,124665983.6,127019249.1,18683822.0,16607128.8
2376,91017687.71,117775034.269,23684428.0,1021077.476
2377,125851069.138,102130251.0263,20678906.0,183277.1606
2378,125864150.73900002,101925069.9409,20715088.0,177658.7322
2379,125723690.585,102742809.933,20603547.0,497139.5500000001
2380,124347596.82,102895215.383,20665831.0,496241.586
2381,138759187.45,89793950.0,17670630.0,174259983.2
2382,124089119.707,102457558.711,20790435.0,252280.8986
2383,125007360.374,147298280.0,17596365.0,29773101.927
2384,95639103.91,114723083.775,23122272.0,574224.389
2385,124993417.27,104122754.87,20465644.0,1481996.061
2386,126225592.767,101899226.2355,20696278.0,145982.5624
2387,124661202.09,117059436.5,19358117.0,10103619.4
2388,123577158.34000002,101800419.93,20654717.0,6565401.358
2389,126544251.574,101989998.8417,20666795.0,141123.1612
2390,112731729.457,106239460.503,21616392.0,276354.35850000003
2391,124597593.48,102951566.368,20645989.0,502020.81
2392,116024970.28,109187235.75,20768504.0,3140407.96
2393,126152122.197,102393957.905,20627482.0,326457.93120000005
2394,137508787.51999998,88223476.603,17977781.0,169948757.802
2395,124818895.53,103234476.671,20585528.0,785881.003
2396,86495742.4,121974186.364,24989257.0,357929.391
2397,125714835.398,102084148.2747,20692585.0,193300.3077
2398,124134941.34100002,102477530.756,20771704.0,276395.1123
2399,124610305.29000002,154647132.0,17343433.0,35146713.8
2400,67064425.82,147700002.52699998,29873928.0,1275514.765
2401,125622736.134,102236119.243,20677369.0,205119.5904
2402,124894607.02,101753778.731,20724578.0,1913895.087
2403,124348124.14,107232790.21,20183336.0,3469473.9400000004
2404,125011251.42099996,102434674.427,20684683.0,287434.6268
2405,126361343.85,102648736.0,20532458.0,1983107.2
2406,122965360.27300002,102768334.176,20873149.0,268494.0804
2407,126708423.02,151906801.0,17046245.0,52178805.8
2408,117969783.65,105101935.562,21050116.0,673633.897
2409,137152079.652,91511092.178,17544386.0,185854243.087
2410,125888964.42500004,101871897.5639,20731005.0,175804.5423
2411,124300561.15000004,105287294.93,20376033.0,2208206.71
2412,109710699.66,107883969.667,21679558.0,722152.33
2413,126246997.971,102069721.3741,20668179.0,163711.5896
2414,125052018.217,102388844.767,20685278.0,301110.56570000004
2415,124565400.02,120786824.9,19104822.0,12438552.9
2416,115111363.67000002,162822503.0,17579645.0,55897760.0
2417,125276397.89000002,105940121.52,20262973.0,2731888.09
2418,125328778.986,102048007.803,20732407.0,240475.2327
2419,124868784.58,103532157.96,20550321.0,947304.476
2420,100061139.19,111826022.008,22764805.0,341700.377
2421,128854864.01700002,97089773.3045,19528264.0,56377687.8335
2422,125711572.00800002,102015280.9747,20705168.0,193062.1777
2423,124730979.2,134123366.0,18252854.0,21323950.0
2424,93147013.37,116331624.962,23552111.0,443994.475
2425,125456898.664,102467070.941,20649670.0,352614.1541
2426,125978690.718,101933759.0335,20704391.0,167099.7371
2427,124947551.65,130833766.9,18430889.0,19278328.1
2428,108711603.65,108355833.076,21753766.0,697101.922
2429,126255148.242,102104860.4064,20664394.0,160323.3327
2430,96486669.91,112770450.75,23088827.0,4352849.833
2431,121932200.26999998,114509586.2,19740336.0,7906467.4
2432,116570972.99,140164651.0,18579196.0,23603989.873
2433,125776330.35000002,103759755.8,20476283.0,1214157.566
2434,124181597.223,101493468.671,20668360.0,6074912.844
2435,124063659.96000002,107824115.22,20142532.0,3843658.82
2436,99235378.411,112331469.524,22866303.0,301890.1601
2437,126081088.418,102027036.5481,20682116.0,161715.8419
2438,125496086.31000002,102109974.098,20701691.0,218419.8286
2439,125637481.19,151626093.0,17400307.0,32652883.25
2440,96206171.10999998,114229775.287,23079058.0,528437.568
2441,126653402.268,99759088.759,20080590.0,26618011.625
2442,126269078.435,101864547.911,20701018.0,142494.9852
2443,124609439.39,113116359.2,19660705.0,7515555.600000001
2444,116706071.94,100930503.09,20223290.0,61178791.68
2445,126173033.63,102211186.8654,20650252.0,239723.7621
2446,101233877.69,111204228.702,22629677.0,367165.265
2447,123667384.72,104750127.91,20495309.0,1588351.89
2448,66138267.94699999,149104138.52,29850551.0,2036022.92316
2449,125416625.658,102252653.773,20684946.0,230194.044
2450,125572824.27,101985690.695,20724531.0,209053.9982
2451,125148984.209,103167887.418,20580401.0,718279.874
2452,124751277.213,102475685.901,20694257.0,332216.2081
2453,137890061.06,88819714.1,17781493.0,177065703.26
2454,121022508.00500004,103373977.901,21036227.0,214648.43380000003
2455,123716892.16,125883002.6,18796477.0,15882365.0
2456,109628831.19,107937031.838,21723297.0,478683.155
2457,125274137.41,104448257.65,20416495.0,1720012.2589999998
2458,124381150.467,102303937.2742,20816891.0,196334.3642
2459,133759036.48000002,94257220.6,18205677.0,127250641.8
2460,103020662.33,110573243.113,22325911.0,538902.033
2461,126299149.72100002,102036046.55,20672133.0,141067.5269
2462,124488341.69,102745163.203,20670605.0,490521.96
2463,125171308.8388,137396784.0,18063540.0,23365532.08512
2464,97267967.54000002,113905688.57,22922273.0,541385.001
2465,125097984.37,104062610.22,20468581.0,1418343.427
2466,125858386.39900002,102042421.428,20691335.0,178461.6353
2467,127262784.32,146943697.0,17315499.0,40479202.9
2468,124091916.86000004,102856435.748,20688114.0,514310.115
2469,126583124.393,102029471.9656,20660425.0,144732.8982
2470,123477236.58,93892188.764,19036799.0,146461991.052
2471,123487919.17,109755501.8,20003411.0,5078661.0
2472,122166129.54,118476176.0,19403498.0,10845294.1
2473,126145500.228,102941430.732,20554780.0,722324.119
2474,125723207.425,101915730.2989,20733111.0,192407.098
2475,125549039.748,102409104.475,20657528.0,275598.5615
2476,94876295.9,114865948.702,23411589.0,367165.265
2477,125505585.4,101687240.488,20650489.0,2796192.086
2478,125577607.788,102061365.726,20705227.0,208330.4953
2479,124778662.88000004,137092485.0,18092306.0,23201780.4363
2480,100107436.47,112587784.838,22503339.0,892542.434
2481,138359186.19,90941923.7,17579413.0,175885377.9
2482,113295830.94,106060131.4987,21612980.0,195879.6472
2483,123767019.58,105664557.22,20371735.0,2378159.14
2484,106810023.09,108721431.455,22009297.0,508278.63
2485,126342727.051,101961906.446,20680005.0,137223.9437
2486,125371703.69800004,102149278.418,20703118.0,234420.6172
2487,124574823.77,107227742.33,20176445.0,3450579.56
2488,86350862.87,121769549.686,24591499.0,952271.262
2489,125832970.618,102153561.7087,20677388.0,182001.3226
2490,125773922.146,99914619.6446,20243553.0,22415868.4464
2491,124738692.53,106123555.29,20270558.0,2770873.68
2492,124444407.29000002,102804573.127,20675281.0,422350.956
2493,127017351.41000004,101486088.1,20122918.0,18765355.17
2494,117378685.338,104681828.472,21220295.0,329054.6389
2495,123011173.28,167950193.0,16981312.0,63171849.0
2496,77137918.11000001,132496474.334,26756989.0,1049113.974
2497,137934576.67,90056792.3,17691418.0,173719098.1
2498,125784954.257,101988569.42,20705681.0,185422.0762
2499,124919965.4,135544377.0,18165122.0,22291986.1
2500,123698569.33,105587886.34,20383239.0,2349163.18
2501,126561149.409,102313223.2048,20620214.0,319752.8246
2502,124359291.042,102377918.508,20764074.0,281955.771
2503,124290842.23000002,105296702.93,20388130.0,2066031.49
2504,108787064.04,108360800.423,21749576.0,663512.819
2505,126287298.875,102118163.881,20662076.0,157861.9552
2506,123890400.36,102064770.34,20826673.0,1489136.548
2507,125109711.426,102462707.106,20674858.0,291677.3166
2508,103380781.05,110307208.249,22371771.0,346174.315
2509,125864298.732,102190976.713,20667009.0,234947.8482
2510,125144391.90000002,102308844.12,20692400.0,266131.7025
2511,125334653.24,155243954.0,17088044.0,48431706.0
2512,114293942.16,106271028.482,21357008.0,470346.573
2513,125291201.68,104976896.15,20359984.0,2074546.37
2514,125200423.39800005,102060550.9747,20764722.0,193062.1777
2515,123696652.08,114136877.7,19621584.0,8158388.800000001
2516,95723373.64,114272785.64,23263504.0,418554.537
2517,126337819.061,101882446.446,20693396.0,137223.9437
2518,126128156.677,98775370.809,19982615.0,37006173.0897
2519,124075662.25,111919705.9,19786341.0,6590035.9
2520,99175248.17,110726430.3,21827973.0,49217038.1
2521,125695113.451,102413226.333,20644811.0,329755.0662
2522,125761062.91000004,101808551.37,20703971.0,790004.63
2523,125188603.64000002,105729610.13,20291178.0,2525669.45
2524,117861555.7,104814120.755,21120184.0,431032.71
2525,134238870.78,92676571.27,18476602.0,117189713.1
2526,104616104.323,109611954.176,22334488.0,268494.0804
2527,123823818.375,135662333.0,18221630.0,22177624.732
2528,102510996.68,144763678.1,19714651.0,23214878.232
2529,125631625.47200002,103201506.838,20547091.0,831452.697
2530,118276230.93100002,104281967.863,21218910.0,237544.2791
2531,124942331.934,102661038.839,20664131.0,344048.238
2532,111497267.23,106865090.099,21636144.0,372835.056
2533,138614898.433,88490796.25,17896309.0,166354904.81
2534,125718087.02800004,102126710.9747,20686019.0,193062.1777
2535,126046414.51099998,148725060.0,17493734.0,30751651.074
2536,82751675.66999999,125797442.068,25747260.0,450397.029
2537,125377256.029,102268629.928,20682880.0,257087.6473
2538,125873998.502,101896350.8144,20722813.0,176892.59420000002
2539,138113894.94,94529360.24,17300021.0,182627912.12
2540,123983493.8,103065921.788,20668947.0,596374.643
2541,126563200.868,102084239.4205,20654251.0,159990.286
2542,114246775.31700002,105187987.74,21453391.0,2153244.88663
2543,123489822.21999998,112106393.3,19808553.0,6599357.6
2544,84658969.7886,124214919.68,24587522.0,2002034.95295
2545,125588450.57000002,102293918.955,20670616.0,227632.5182
2546,137445729.98,88076791.14,17899349.0,178933320.342
2547,124447318.76,116515191.9,19407598.0,9717690.9
2548,117385353.774,104727204.893,21223483.0,282416.1703
2549,126244369.00599998,102092800.2023,20663296.0,197799.5678
2550,103715211.483,110034474.166,22424507.0,268494.0703
2551,123563749.161,133388853.3,18353055.0,20914049.91
2552,122076508.28,104108161.348,20730501.0,842205.7440000001
2553,129005229.82000002,100168212.0,19349348.0,52611882.7
2554,125914418.336,101870532.5873,20728250.0,173324.68420000002
2555,124228679.78,106454743.2,20261585.0,2974679.0500000003
2556,88556712.036,119751407.634,24074707.0,1209117.799
2557,125768820.27500002,102127919.1685,20682961.0,191416.2302
2558,123966770.46,102676704.921,20735951.0,388052.805
2559,124046284.38,122743027.0,19000800.0,13625834.4
2560,65837051.93800001,149680515.57999998,29838892.0,2356416.7044
2561,125387614.12800002,102350168.008,20673983.0,249310.4372
2562,137081008.07000002,88797182.329,18019125.0,162185673.925
2563,124150906.49,114935184.3,19541262.0,8634739.8
2564,125049341.53900002,102445107.845,20681886.0,281894.47740000003
2565,126285408.907,102819223.744,20563376.0,668992.703
2566,121266071.409,103328797.848,20982813.0,266910.877
2567,125062001.31000005,150676840.0,17457542.0,32088741.28
2568,103450545.01,110504823.874,22280340.0,496267.196
2569,125226184.38599998,103833263.497,20487204.0,1299707.488
2570,116126223.125,105050687.5639,21408166.0,175804.5423
2571,124646348.16,102710956.407,20667673.0,427641.277
2572,96597295.67,113939957.197,22970857.0,807307.435
2573,126045055.458,102059789.0237,20679207.0,165097.4545
2574,124836125.884,102394734.049,20699949.0,316178.5034
2575,124167274.48,117445161.7,19360060.0,10196887.6
2576,112375408.144,133699555.9,19303482.0,18619531.177
2577,125808925.61700004,103292592.571,20527278.0,919158.94
2578,125041333.821,102107176.077,20765526.0,213941.6645
2579,125148542.33200002,102601399.933,20656826.0,338752.1129
2580,96535911.18,113808085.081,23193222.0,350074.62
2581,138331840.307,88321180.055,17932473.0,166607557.613
2582,125676130.329,101987375.6937,20714337.0,196957.9492
2583,124566471.21000002,133032383.0,18320708.0,20625708.8
2584,99065191.42000002,112714501.888,22730856.0,514811.402
2585,125188819.38900004,103597221.533,20516825.0,1127319.801
2586,125953146.35399996,101965096.9819,20699480.0,169418.2685
2587,138267078.71,99105183.3,17022104.0,190403826.4
2588,118542937.42000002,104810299.834,21021953.0,639156.3150000001
2589,126354336.741,102107169.0013,20659904.0,161557.5606
2590,104696020.231,108989044.4323,22255185.0,2295064.7596
2591,123081560.22,113712667.9,19709474.0,7586429.1
2592,104535319.88,110247727.976,22156674.0,524672.353
2593,125176740.77,104695089.76,20395313.0,1859885.835
2594,116795753.298,104794715.726,21340141.0,208330.4953
2595,123402458.39,113804571.2,19665595.0,7894841.8
2596,109902228.71000002,107493249.14,21745094.0,450329.463
2597,126453876.091,101965104.4323,20674980.0,129472.2596
2598,128708601.785,96625789.411,19416994.0,63977281.213
2599,124917881.95999998,130268983.2,18470891.0,18792955.6
2600,79373606.20799999,127425869.0335,26231232.0,8675789.5371
2601,125682078.879,102130659.8737,20687301.0,197225.0692
2602,125687840.22000004,101724741.37,20728148.0,846666.22
2603,125552610.294,102680760.482,20619050.0,452916.129
2604,124329959.52,102694085.482,20702304.0,366278.396
2605,134086295.42,92991594.95,18548278.0,112084070.68
2606,114054130.41,105775947.04,21528797.0,229706.5121
2607,123842300.00800002,128981253.6,18600560.0,17854067.4761
2608,91601793.29,117635821.003,23570870.0,967891.384
2609,137301888.3502,90835891.673,17598359.0,183109068.4697
2610,125916525.59200002,101972736.4659,20700243.0,172758.1031
2611,125062717.59,135658821.0,18152498.0,22398777.1
2612,122825431.09000003,103194647.427,20766732.0,561305.245
2613,126462012.898,102008277.7373,20667773.0,143815.3758
2614,108689052.691,107818826.862,21949077.0,284220.4393
2615,124472515.48,103010062.075,20649247.0,513594.088
2616,122553137.02,108816650.5,20161713.0,4283308.59
2617,126275886.248,102596610.552,20596462.0,456664.896
2618,125049600.58,101671340.146,20738095.0,1813646.92
2619,124977911.34,103637829.984,20528159.0,1061791.577
2620,95085009.54,114793679.097,23322722.0,402769.154
2621,125616178.857,102244826.768,20672188.0,254635.1481
2622,124913274.831,102378229.524,20697147.0,301890.1601
2623,123617408.21,163073477.0,16997062.0,59007116.0
2624,116319162.55,110169549.02,20654406.0,3747737.8
2625,138535902.43,95416087.3,17373737.0,167944104.03
2626,125714281.15800002,101933520.9747,20726707.0,193062.1777
2627,123957787.07999998,117505944.3,19356169.0,10346759.8
2628,97391813.17000002,113277766.527,22984963.0,537109.745
2629,126240590.471,101968588.7041,20683613.0,145095.1496
2630,125121244.44300002,102213804.176,20709425.0,268494.0804
2631,124415896.62000003,106276741.57,20279041.0,2763858.84
2632,95200121.85,114820091.499,23166342.0,669472.9029999999
2633,126106524.519,102086855.9242,20673750.0,156947.293
2634,125170933.422,101415956.242,20629559.0,5085866.743
2635,125217113.92000002,105178810.71,20344544.0,2169661.06
2636,113383949.23,106257097.062,21479737.0,352758.294
2637,125886693.813,102531128.532,20617186.0,454935.8346
2638,100494955.566,111611163.597,22743005.0,302771.1599
2639,124319133.84,156681887.0,17099256.0,50545936.0
2640,76120367.33,134203322.313,27448367.0,514567.588
2641,125132640.497,102445479.891,20671602.0,328108.6481
2642,125801421.015,101938157.4203,20716801.0,183836.7625
2643,125560742.66,131738008.9,18200094.0,27403351.5
2644,124369181.47999996,102772118.823,20676953.0,482879.025
2645,126801070.616,102007322.5725,20654829.0,143851.49360000002
2646,136447030.67,88300936.49,17980594.0,178433034.124
2647,123776941.83,109479812.1,20008081.0,4950122.73
2648,112419320.152,127174203.6,19692079.0,14710964.93
2649,125869421.107,102921343.208,20569121.0,683972.679
2650,125081723.19,102094990.695,20765052.0,209053.9982
2651,125195026.247,102493055.422,20666963.0,297180.86730000004
2652,108500558.83,108161213.748,21855803.0,410535.387
2653,126659087.93840005,100164946.229,20198805.0,20722458.7742
2654,125618974.845,102203275.373,20681152.0,204796.5805
2655,126053497.62800002,151002797.0,17411667.0,32099943.683
2656,89044604.58999999,132610487.3,22486226.0,10575919.025
2657,125432343.45000002,102580304.92,20637028.0,398673.585
2658,125602377.028,102078116.697,20700399.0,205553.7583
2659,124815589.43,106654567.93,20218600.0,3100815.93
2660,123490787.51999998,102869383.236,20759482.0,380487.0990000001
2661,138198010.57,88622189.85,17797552.0,175356088.39
2662,109243253.679,107615108.418,21927004.0,234420.6173
2663,123512772.669,126798871.1,18751955.0,16444135.1248
2664,120835639.07,103899496.068,20913777.0,411892.057
2665,125662264.42800002,104139764.8,20433833.0,1537693.602
2666,125826247.978,101888049.3987,20731810.0,181852.3726
2667,133459962.81,94306792.0,18341083.0,119211521.2
2668,89007287.10000005,119284505.017,24351189.0,478781.348
2669,126231745.633,101934264.4118,20689628.0,145621.0842
2670,124103520.99,102522183.873,20752770.0,354458.771
2671,123803066.25,114738347.7,19580167.0,8395113.7
2672,99264590.5,117213978.39,22050773.0,4007245.96
2673,125790666.87,102465057.296,20635720.0,335546.1769
2674,111556149.055,105486051.305,21547221.0,7846157.665
2675,124289809.8,103318061.342,20611735.0,769943.4630000001
2676,108191459.005,108097083.948,21967964.0,280942.6497
2677,126230855.197,102012911.1355,20676506.0,159657.1824
2678,125609371.804,102085445.363,20698689.0,204796.5804
2679,125776341.02,150946403.0,17394408.0,33237117.6
2680,88295180.88,120033119.563,24334715.0,634143.947
2681,129013717.475,96875434.01,19386878.0,63084813.291
2682,126094159.459,101881785.9242,20708617.0,156947.293
2683,124393494.67000002,116139562.1,19435854.0,9508450.6
2684,137126061.73,96650356.3,17177821.0,198764617.22
2685,125977233.34,103633268.346,20478771.0,1197940.893
2686,117623519.04,104669969.056,21171022.0,421015.741
2687,123641378.85000002,119688245.4,19231108.0,11583142.6
2688,91827605.14,186323615.0,19337625.0,61980129.0
2689,125129943.68,104014532.7,20473412.0,1371907.644
2690,108670026.721,107825944.427,21949209.0,287434.6268
2691,124456993.64999998,102903291.865,20660244.0,479551.161
2692,103024378.75,110402885.397,22409271.0,378258.01
2693,132238912.794,93913178.297,18847114.0,96205773.299
2694,125678108.13899998,102089648.0033,20693834.0,197070.8121
2695,125668819.443,145861176.0,17626650.0,28936389.3934
2696,90020361.49000001,118589123.748,24156607.0,410535.387
2697,125579681.901,102227447.783,20677843.0,230791.1441
2698,126080827.73100002,101864066.6899,20714460.0,158191.1585
2699,124371190.21,119405279.4,19197157.0,11726455.3
2700,123742729.36,104163322.33,20543958.0,1323475.066
2701,126533506.55900002,102224864.3019,20634549.0,248162.7003
2702,119398540.215,102461888.124,20818481.0,13466041.815
2703,123744308.4,124877711.3,18868540.0,15083587.2
2704,97596792.06,113893968.961,22770143.0,935682.504
2705,125999031.54800002,102202616.5535,20664122.0,183430.6171
2706,125491115.51,101811411.32,20697175.0,1262388.482
2707,124815645.25,109977242.4,19916253.0,5359670.08
2708,125127050.49600002,102319368.787,20691971.0,268633.5968
2709,126352981.71400002,102255347.3423,20634609.0,302940.0345
2710,117632221.759,104501228.418,21266694.0,234420.6173
2711,124564015.33,139506239.0,17911125.0,27931810.7
2712,122380676.37,104330705.59,20662384.0,1101716.8439999998
2713,138138033.15800002,92175873.04,17472548.0,179328682.122
2714,125865102.26399998,101877938.9483,20731312.0,178049.14690000002
2715,124078122.24,107929974.35,20126797.0,3997701.67
2716,89731743.066,118583283.229,24034922.0,784689.582
2717,125915840.306,102064912.5873,20684902.0,173324.68420000002
2718,124501704.148,102433768.472,20726543.0,329054.6389
2719,123959368.32,111686865.7,19820283.0,6332737.8
2720,67447550.64,149848611.009,30506562.0,709191.6290000001
2721,124532487.52,102980255.603,20633907.0,645640.669
2722,125854516.407,101907766.7857,20720938.0,178682.6747
2723,124046844.59,112838114.4,19710004.0,7247236.2
2724,130799903.17000002,94240322.34,18858166.0,98618287.69
2725,126467378.797,102150126.3881,20646079.0,223042.3432
2726,116003048.701,105069539.524,21354503.0,301890.1601
2727,124226431.23999998,104079209.49,20527819.0,1228140.5140000002
2728,112020583.94,107773676.925,21384790.0,1196148.202
2729,126206122.102,102209516.9585,20650470.0,222190.0748
2730,135209286.021,88624299.71229,18046755.0,181840822.57242
2731,124927252.634,102659157.539,20654951.0,423216.448
2732,107384432.6,108499321.17,22006811.0,319232.17960000003
2733,126045776.628,102119634.5362,20668840.0,202844.0372
2734,125376615.72800004,102223448.418,20690947.0,234420.6172
2735,126164201.9,153550883.0,17090009.0,47466138.0
2736,122693166.17000002,103986415.405,20683708.0,868890.048
2737,124841576.60999998,112837186.3,19672510.0,7389037.63
2738,125610703.754,101961785.363,20728503.0,204796.5804
2739,138160611.45000002,97615538.4,17104300.0,187803739.85
2740,101642312.62,111008499.097,22565034.0,402769.154
2741,126449427.05099998,101908264.4323,20683622.0,129472.2596
2742,124584436.87000002,101751085.029,20696022.0,3088023.558
2743,124251217.60999998,114645890.9,19561057.0,8422289.7
2744,92677824.46,117069757.29,23308453.0,1371076.971
2745,125776291.545,102219635.3585,20670480.0,205473.7002
2746,125852839.49699998,101966606.7857,20705709.0,178682.6747
2747,125604059.333,103536523.25,20512417.0,1016416.703
2748,111220307.11,107189248.413,21603062.0,483357.893
2749,138581849.43,88859112.23,17811491.0,169808372.67
2750,99290612.831,112280380.756,22897401.0,276395.1123
2751,123302377.25,141895241.0,17947735.0,26073931.041
2752,84507112.78,124126897.652,25114901.0,644497.163
2753,124751241.84,103791120.063,20518331.0,1202421.167
2754,125676291.219,102033525.6937,20703869.0,196957.9492
2755,130562902.39000002,131807159.5,17062910.0,92663096.4
2756,114894828.79000002,105696689.113,21350527.0,430848.9360000001
2757,126532758.99,101977998.5244,20670458.0,124343.847
2758,101838996.69,110905663.875,22573291.0,351953.9
2759,123813392.19,104003550.82,20568530.0,1120684.736
2760,122267247.4887,120277427.1,19269659.0,12026576.6393
2761,126127398.18800002,103060592.449,20541427.0,794454.403
