Index,monetary,emissions,indipendence,PM_emissions
279,124146617.07,105055652.65,20419332.0,1914806.39
280,108725269.058,120893236.3,20515511.0,9394461.1912
281,125889580.45600002,102716627.968,20594853.0,539397.297
282,124546671.693,102251526.835,20798536.0,211479.2439
283,125158644.97100002,102483264.318,20671196.0,286330.4249
284,104711938.0,109829834.043,22162998.0,520104.868
285,137745856.35000002,88877960.7,17779023.0,177845368.07
286,125336137.09,102284904.758,20685190.0,240473.6937
287,125052959.18,153973125.0,17359314.0,33996500.74
288,91609576.58,154528364.6,20663161.0,26067871.13
289,125406706.769,102823293.671,20605340.0,563144.476
290,125596490.21,102100249.79,20696953.0,206698.9214
291,124796366.68,108779478.7,20024141.0,4529791.86
292,124626749.076,102497966.804,20707517.0,308072.3665
293,127916177.772,98877125.261,19879058.0,35724221.525
294,113866130.67000002,105840770.695,21560582.0,209053.9982
295,123429203.65,112352316.9,19786046.0,6825085.75
296,123871667.69,102923950.82,20720803.0,377228.273
297,125791934.503,104038191.13,20439940.0,1475830.182
298,125888964.34500004,101871897.5639,20731005.0,175804.5423
299,124460903.63,107798150.2,19964964.0,9864937.6
300,92782719.56,116215487.769,23630765.0,546985.428
301,126166775.6,101973294.7045,20686431.0,151121.0889
302,137403270.76,88243981.938,17926057.0,173277483.493
303,124423411.19,131738520.2,18406240.0,19696083.3
304,97952927.39000002,114679801.71,22560914.0,1728268.221
305,125875807.61800002,102316462.121,20652901.0,246226.7094
306,110325860.864,106398005.997,21755295.0,3278838.41
307,124477553.61000004,102913129.842,20653953.0,511924.706
308,105893472.418,109067531.805,22170149.0,306616.61169999995
309,126004461.125,101633894.87,20639281.0,2583229.673
310,125424675.919,102122357.608,20704343.0,227502.5685
311,137603509.66000003,100175390.6,16981403.0,204951656.8
312,83939527.84000002,124304801.843,25271066.0,666035.383
313,138134973.04999998,88634016.0,17849511.0,170440549.61
314,125991286.796,101894805.9628,20713067.0,166037.40780000002
315,124343793.23999998,117192740.5,19359426.0,10210661.8
316,122965912.43,109619993.7,20046944.0,5007183.18
317,126304826.49499996,102594523.651,20593080.0,486489.7061
318,115163489.35,105448086.427,21376423.0,350024.49600000004
319,123784230.17000002,107768013.21,20176696.0,3663622.48
320,74964325.4,135414036.83,27275433.0,1244074.933
321,125698040.451,102237924.5819,20674195.0,196770.5691
322,125255368.20700002,101926360.8073,20714031.0,907990.3699
323,124411055.29,107707970.54,20136847.0,3785399.18
324,125079712.472,102439209.274,20680946.0,278052.68759999995
325,126290595.391,103152290.554,20522072.0,906932.955
326,124435668.28,102334329.73,20770465.0,260520.8685
327,125508725.75,152333931.0,17273752.0,38648147.7
328,107927140.87,108597676.723,21847112.0,571274.8439999999
329,138384027.18,89460757.9,17706903.0,175188561.28
330,122910779.21699998,102777326.7857,20925305.0,178682.6747
331,124364825.23,103473899.07,20581788.0,939504.412
332,101445230.09,111336911.499,22460147.0,669472.9029999999
333,126171362.89,102035355.3744,20676914.0,154184.0289
334,125036926.762,102336132.418,20695047.0,282752.711
335,124351792.23,114193080.2,19598827.0,8051448.3
336,113171457.48,141258902.5,18106447.0,87104758.8
337,125604154.026,103919770.34,20461966.0,1357675.51
338,124640274.382,101977543.539,20780386.0,1005230.85443
339,124987302.597,102767393.99,20640534.0,452148.608
340,95698766.60999998,114366189.34,23325252.0,323655.4891
341,127795844.953,98051055.3546,19772869.0,44055472.6136
342,125718792.495,101950760.2989,20720628.0,192407.098
343,124051891.66,121625838.2,19061170.0,13077049.7
344,98293730.22,113073235.167,22868602.0,410322.697
345,125626741.04300004,102459079.708,20641273.0,363013.821
346,126127240.29400004,101907226.3286,20700511.0,154141.2153
347,125115689.45000003,129248277.6,18505137.0,18898356.17
348,116488285.46,105460549.437,21170089.0,637021.689
349,126353004.68199998,102096859.0015,20660945.0,161557.5607
350,102585468.13,109510700.936,22401916.0,4772252.581
351,123014544.83,113317469.3,19742968.0,7340403.8
352,107546304.21,109135042.216,21832485.0,721777.814
353,124579725.03,110093354.7,19910119.0,5524492.02
354,122208955.787,102989047.702,20951804.0,220757.8817
355,138005506.78,96826399.5,17184796.0,182359997.88
356,113596807.19,106124915.002,21453337.0,430968.806
357,126520405.982,101962491.8914,20672802.0,125050.9255
358,125050430.021,101476282.972,20562354.0,6793593.215
359,124940888.16,128835821.1,18558891.0,17831010.4
360,86725787.99,121289864.968,24563300.0,902455.536
361,125860421.517,102098976.7857,20682803.0,178682.6747
362,125865278.69900002,101904619.9409,20720926.0,177658.7322
363,125743524.798,102504589.958,20634776.0,338170.664
364,124487785.64999998,102712851.528,20681269.0,404736.804
365,138962820.5,89112301.2,17752270.0,171474545.99
366,118138468.45900002,104364268.418,21215587.0,234420.6173
367,124525654.19599998,139596087.0,17975618.0,24811274.598
368,89581479.28,119127934.176,24037395.0,669870.352
369,124666101.59199998,104477519.137,20429069.0,2144363.816
370,126069946.952,101928011.1061,20699721.0,159086.6822
371,124490852.57,120596085.0,19111666.0,12440905.7
372,120668363.939,101393624.265,20504418.0,24684756.0361
373,126351931.93700002,102024469.8673,20669626.0,154996.6099
374,105620311.54399998,109138077.536,22219750.0,302061.8853
375,124307687.42000002,103112173.827,20646733.0,568561.6259999999
376,121980589.26899998,121305717.8,19226249.0,12566333.5654
377,126010964.931,103125125.21,20539081.0,819245.5020000001
378,137409903.22,88009761.62,17920665.0,179209724.042
379,124448388.71,105396468.18,20358684.0,2254952.92
380,93027253.66,116218734.719,23652957.0,382794.329
381,125682206.399,102174685.7833,20679766.0,215139.5121
382,124977316.78700002,102332280.38,20699706.0,291140.8801
383,123582128.81,158509922.0,17205159.0,43855252.9
384,89705796.22,119213464.794,24031801.0,624732.635
385,124838048.51,103786378.033,20514315.0,1201379.382
386,125707024.69,102037651.1147,20701026.0,193620.5827
387,126875663.79,148472595.0,17286452.0,40301509.6
388,117553458.77,104941148.513,21121048.0,554227.9330000001
389,126385874.43,102044594.6287,20666261.0,149473.5907
390,109369134.25,100905580.58,20482229.0,113281493.881
391,123146248.77,109137844.1,20083845.0,4594222.71
392,123322721.48,135921439.3,18203746.0,23900886.3
393,125910285.611,103713750.958,20472906.0,1236193.828
394,125685659.137,101933147.2742,20730327.0,196334.3642
395,125403842.364,102655948.855,20631079.0,417731.87
396,96308868.62,113981959.097,23163307.0,402769.154
397,125766424.81800002,101375486.254,20544610.0,6437096.2700000005
398,125530792.881,102132270.582,20695709.0,214314.6466
399,125455025.387,146522209.0,17608749.0,29305266.596
400,106114368.62,109718073.773,21948686.0,772364.7980000001
401,136616813.99,92339285.1,17894457.0,148756760.9
402,119942098.23200002,103738025.9877,21124225.0,189689.6653
403,123994828.24,105471243.67,20377011.0,2267514.23
404,111962187.41,106674812.068,21587018.0,450397.029
405,126459018.008,101951486.2473,20676643.0,129041.7958
406,125550074.812,102127212.268,20695353.0,211974.5557
407,124747368.63000004,107010120.99,20189499.0,3316587.5700000003
408,69051565.92999999,144778042.63,29498335.0,782997.6309999999
409,125819823.58200002,102110851.8738,20683155.0,182696.5352
410,124875628.6,101680416.925,20735726.0,2105712.916
411,125041070.99,103809889.34,20503643.0,1194638.299
412,123782911.46000002,102895499.585,20729784.0,378133.143
413,125792787.36599998,103759597.518,20470613.0,1295192.515
414,109410379.723,107541049.096,21865454.0,310858.0617
415,123785518.98999998,161463209.0,17016606.0,56737292.0
416,112886011.232,130330651.6,19462852.0,16469456.007
417,125829161.461,103246507.678,20533248.0,873542.349
418,127364197.238,96789602.675,19612336.0,61169467.668
419,124196204.5,105911220.33,20322008.0,2550601.39
420,97415095.497,113331330.093,23115276.0,294082.0477
421,126096346.43899998,101968865.9242,20690747.0,156947.293
422,125518817.856,102059565.477,20710056.0,215403.8683
423,125456545.53999998,149525319.0,17474350.0,31661733.18
424,105486246.64,109538697.043,22087972.0,506791.946
425,134326017.95,92337021.81,18446751.0,120434181.01
426,126337465.22,101871866.4459,20695481.0,137223.9436
427,124821595.29999998,115901485.0,19436544.0,9387092.2
428,135862170.322,90096927.411,17780743.0,184612273.7012
429,126289571.97100005,102322143.1063,20628914.0,322604.8074
430,111122752.21,106863495.081,21712610.0,350074.62
431,123783762.41,105968152.27,20349383.0,2473220.96
432,77949763.07599999,131604229.68,26076831.0,2398759.7071
433,125531340.97,102285408.776,20673925.0,233041.4404
434,125607691.805,102013635.373,20713548.0,204796.5805
435,125168660.68999998,103864542.8,20495481.0,1196438.658
436,124782288.562,102550718.8,20681706.0,346612.6457
437,138271325.63000005,89146289.6,17738065.0,175705375.69
438,125077814.36,102121300.695,20755081.0,209053.9982
439,124398170.065,133402586.4,18307585.0,20861693.4721
440,104105248.61,110281507.045,22213792.0,489985.712
441,125275572.604,103784480.986,20491059.0,1255992.614
442,116341845.559,104957738.0033,21379465.0,197070.8121
443,127710853.87,99117952.5,19448307.0,54460755.22
444,97780325.04,113199110.144,22897687.0,538915.74
445,126243541.887,102033305.4566,20674592.0,145316.9378
446,124399748.86,102671644.387,20689577.0,436052.744
447,124884445.09000002,134833516.0,18214689.0,21674303.2
448,96491465.68,151827868.0,20090770.0,25928960.73
449,125518725.53899996,103050349.353,20571473.0,715152.456
450,111331599.293,106770829.784,21733683.0,266286.9851
451,124850886.67,102664609.896,20669136.0,345037.562
452,105954834.83,109092456.216,22114594.0,390339.742
453,138694440.47,88171426.4,17856057.0,172043763.241
454,125612079.784,102128165.363,20691558.0,204796.5804
455,125928897.10999998,149610670.0,17464338.0,31287460.438
456,92626959.44,116522655.017,23636623.0,478781.348
457,125340177.38,102509624.404,20648586.0,399218.7531
458,125919035.815,101918091.3888,20712540.0,172516.9345
459,137714290.71,97265963.3,17125135.0,192504890.79
460,123924209.73000002,103908569.42,20561553.0,1157693.052
461,126583492.485,102216643.7563,20634336.0,239166.8881
462,123105849.19000004,102181911.37,20795522.0,2803202.23
463,123811410.75,121302247.8,19103714.0,12727610.5
464,94274150.57,116426295.07,23036208.0,1570031.503
465,125782573.368,102258710.343,20665411.0,215332.6486
466,138241745.58,88004575.437,17882906.0,174358752.694
467,124686375.02,115572066.7,19468893.0,9110023.2
468,124882988.119,102357247.848,20711032.0,266910.877
469,126379558.675,102115975.9884,20653911.0,213462.942
470,113758101.95,105871597.04,21558220.0,229706.5121
471,123742373.572,129074505.6,18594927.0,18034473.119
472,117660822.46,105121933.691,21095601.0,551643.0299999999
473,125244673.04999998,106533770.3,20094502.0,7137630.1
474,125961781.519,101853734.692,20730059.0,169107.4802
475,124590765.64,103922183.34,20514196.0,1246464.783
476,86031095.43,121925109.462,24752760.0,876663.841
477,125857140.39699998,102058416.7857,20688863.0,178682.6747
478,123895689.86,102607686.108,20760555.0,350949.031
479,123806427.14999998,112442801.6,19765836.0,6827505.0
480,67262951.05999999,147465928.23,29876289.0,1152972.6930000002
481,136987533.35300002,89983036.52299999,17692303.0,185163309.042
482,125711981.14800002,101965620.9747,20717015.0,193062.1777
483,124559848.64,132948229.2,18324479.0,20605534.9
484,123622096.0043,104256879.98,20539050.0,1454188.402
485,126470103.66699998,102201520.9989,20638961.0,248689.6507
486,118234636.381,104314198.944,21190730.0,298663.8158
487,124231927.87,104407468.5,20490565.0,1442830.99
488,114129623.37,106566220.333,21299473.0,797854.7
489,126312234.674,102155040.505,20655371.0,179520.6409
490,124398931.065,101782370.706,20775573.0,2130435.8600000003
491,125112233.759,102532037.35,20664102.0,332755.5543
492,108594664.19000004,108038316.108,21878789.0,350949.031
493,125876806.277,102311600.141,20648318.0,309719.25440000003
494,125191864.867,102306880.755,20689887.0,260310.08
495,125638934.35999998,155996654.0,16983085.0,56513522.0
496,117080075.81,105427291.857,21133121.0,552369.626
497,125001057.45000002,106919872.67,20179258.0,3384703.53
498,125685659.087,101933147.2742,20730327.0,196334.3642
499,123957949.14000002,123017264.7,18969368.0,14051476.9
500,97377229.02,113264156.368,23035970.0,444574.586
501,126332987.425,101920340.4869,20687000.0,137738.7819
502,126370794.41900004,98701514.503,19936409.0,38142318.3669
503,124177558.44,118459134.2,19280083.0,10939397.3
504,86601521.60200001,124775527.6,23769556.0,4676633.186
505,125512310.893,102350828.087,20664099.0,278747.94
506,125632151.30900002,101862438.8773,20711343.0,665554.1237
507,125052103.47,105051716.74,20368289.0,2029571.47
508,106775904.42,108965514.175,21977650.0,484672.268
509,130766306.529,95527579.34,19090911.0,79350786.16
510,95883992.227,114308905.017,23332368.0,279932.4057
511,119933183.329,137256499.0,18446692.0,22433268.717
512,95606627.69,115005486.073,23112260.0,591826.636
513,124928947.34000002,104633018.08,20414129.0,1789705.259
514,106570339.28800002,108762026.643,22171199.0,229706.304
515,122971156.43,114568925.8,19634387.0,8351147.5
516,99809268.84,112013893.452,22692802.0,522834.669
517,126292993.81200002,101985884.4279,20678692.0,141152.7578
518,131343705.86800005,93729069.349,18852609.0,100073583.094
519,124670377.65,132700538.0,18339379.0,20341255.2
