,oil,gpl,solid,electricity,total
2015-04-22 06:00:00,-12942.38146,-16050.37433,-9670.544371,-7475.219643,-46138.5198
2015-04-22 07:00:00,-15039.20943,-18135.4526,-13751.41291,-10629.68412,-57555.75906
2015-04-22 08:00:00,-16070.59241,-19155.17488,-15726.07768,-12156.07728,-63107.92225
2015-04-22 09:00:00,-15889.79403,-18963.17213,-15304.8335,-11830.46038,-61988.26003
2015-04-22 10:00:00,-14424.41494,-17502.61123,-12367.30538,-9559.784908,-53854.11646
2015-04-22 11:00:00,-13515.39431,-16603.65016,-10565.66227,-8167.135494,-48851.84224
2015-04-22 12:00:00,-12998.15675,-16101.41146,-9565.188979,-7393.781136,-46058.53832
2015-04-22 13:00:00,-12939.21345,-16053.3707,-9478.666394,-7326.900172,-45798.15072
2015-04-22 14:00:00,-12940.43215,-16059.81939,-9504.988684,-7347.247,-45852.48722
2015-04-22 15:00:00,-12675.89932,-15804.18294,-9008.526692,-6963.487586,-44452.09654
2015-04-22 16:00:00,-12348.74776,-15494.5036,-8402.97528,-6495.403305,-42741.62994
2015-04-22 17:00:00,-12258.15007,-15422.26314,-8271.338224,-6393.649374,-42345.40081
2015-04-22 18:00:00,-13137.16406,-16301.70487,-10046.62065,-7765.922287,-47251.41186
2015-04-22 19:00:00,-14062.46264,-17214.62053,-11900.91474,-9199.270305,-52377.26822
2015-04-22 20:00:00,-14807.93421,-17939.29082,-13397.88842,-10356.41375,-56501.52719
2015-04-22 21:00:00,-14506.21504,-17619.62888,-12822.39557,-9911.564391,-54859.80388
2015-04-22 22:00:00,-14380.22062,-17478.64377,-12604.25512,-9742.944335,-54206.06386
2015-04-22 23:00:00,-13672.86688,-16768.26975,-11227.65644,-8678.849374,-50347.64244
2015-04-23 00:00:00,-12869.74097,-15974.22836,-9655.477743,-7463.573313,-45963.02038
2015-04-23 01:00:00,-11605.61154,-14723.34538,-7146.775105,-5524.375009,-39000.10703
2015-04-23 02:00:00,-11114.83079,-14240.27146,-6158.707072,-4760.609777,-36274.4191
2015-04-23 03:00:00,-10960.02495,-14088.53934,-5817.569531,-4496.914379,-35363.0482
2015-04-23 04:00:00,-11140.77132,-14273.17627,-6125.993142,-4735.322285,-36275.26302
2015-04-23 05:00:00,-11608.4463,-14744.35091,-6982.423483,-5397.333095,-38732.55379
2015-04-23 06:00:00,-13002.21827,-16137.75243,-9670.544371,-7475.219643,-46285.73471
2015-04-23 07:00:00,-15099.33648,-18223.25453,-13751.41291,-10629.68412,-57703.68803
2015-04-23 08:00:00,-16130.90038,-19243.24102,-15726.07768,-12156.07728,-63256.29637
2015-04-23 09:00:00,-15950.20144,-19051.38347,-15304.8335,-11830.46038,-62136.87878
2015-04-23 10:00:00,-14484.86617,-17590.88656,-12367.30538,-9559.784908,-54002.84302
2015-04-23 11:00:00,-13575.85548,-16691.94,-10565.66227,-8167.135494,-49000.59324
2015-04-23 12:00:00,-13058.60722,-16189.68567,-9565.188979,-7393.781136,-46207.26301
2015-04-23 13:00:00,-12999.63839,-16141.60764,-9478.666394,-7326.900172,-45946.8126
2015-04-23 14:00:00,-13000.82125,-16148.00398,-9504.988684,-7347.247,-46001.06091
2015-04-23 15:00:00,-12736.24887,-15892.30978,-9008.526692,-6963.487586,-44600.57293
2015-04-23 16:00:00,-12409.05644,-15582.57078,-8402.97528,-6495.403305,-42890.00581
2015-04-23 17:00:00,-12318.39846,-15510.24226,-8271.338224,-6393.649374,-42493.62832
2015-04-23 18:00:00,-13197.23659,-16389.42719,-10046.62065,-7765.922287,-47399.20672
2015-04-23 19:00:00,-14121.93687,-17301.46917,-11900.91474,-9199.270305,-52523.59108
2015-04-23 20:00:00,-14865.67243,-18023.60441,-13397.88842,-10356.41375,-56643.57902
2015-04-23 21:00:00,-14559.92348,-17698.0579,-12822.39557,-9911.564391,-54991.94134
2015-04-23 22:00:00,-14426.54837,-17546.29495,-12604.25512,-9742.944335,-54320.04278
2015-04-23 23:00:00,-13708.58546,-16820.42866,-11227.65644,-8678.849374,-50435.51993
2015-04-24 00:00:00,-13757.88642,-16757.38599,-11152.32532,-8620.619284,-50288.21701
2015-04-24 01:00:00,-13064.33517,-16055.27629,-9771.78525,-7553.477679,-46444.87439
2015-04-24 02:00:00,-12978.10542,-15963.59714,-9587.490813,-7411.020197,-45940.21357
2015-04-24 03:00:00,-12915.96984,-15897.84658,-9429.529545,-7288.917953,-45532.26391
2015-04-24 04:00:00,-13082.36225,-16065.10248,-9707.860684,-7504.064724,-46359.39014
2015-04-24 05:00:00,-13421.15767,-16410.07949,-10313.41082,-7972.148017,-48116.79599
2015-04-24 06:00:00,-13945.16477,-16951.94524,-11298.84308,-8733.875826,-50929.82891
2015-04-24 07:00:00,-15089.33628,-18112.16006,-13529.21241,-10457.92568,-57188.63444
2015-04-24 08:00:00,-16902.55205,-19929.50394,-17098.60351,-13217.02398,-67147.68349
2015-04-24 09:00:00,-17899.55843,-20929.90049,-19061.86753,-14734.6045,-72625.93095
2015-04-24 10:00:00,-17400.77869,-20447.31748,-18080.16722,-13975.76144,-69904.02484
2015-04-24 11:00:00,-16297.42426,-19367.82658,-15917.43544,-12303.99464,-63886.68092
2015-04-24 12:00:00,-15749.11821,-18837.36263,-14860.54291,-11487.02886,-60934.0526
2015-04-24 13:00:00,-16066.13192,-19161.68868,-15518.82848,-11995.87603,-62742.52512
2015-04-24 14:00:00,-15677.68348,-18782.58058,-14774.14188,-11420.24186,-60654.6478
2015-04-24 15:00:00,-15770.21662,-18874.76912,-14973.44537,-11574.30116,-61192.73227
2015-04-24 16:00:00,-16477.57524,-19576.79065,-16391.42658,-12670.38434,-65116.1768
2015-04-24 17:00:00,-18049.13115,-21136.79064,-19524.52191,-15092.23101,-73802.67471
2015-04-24 18:00:00,-19087.51578,-22168.14453,-21604.52495,-16700.04946,-79560.23472
2015-04-24 19:00:00,-18647.71236,-21731.02464,-20762.00893,-16048.79426,-77189.54019
2015-04-24 20:00:00,-17187.13274,-20273.09227,-17903.50959,-13839.20713,-69202.94173
2015-04-24 21:00:00,-15573.18402,-18646.21562,-14736.54058,-11391.17648,-60347.1167
2015-04-24 22:00:00,-14444.65316,-17491.04923,-12532.48818,-9687.46931,-54155.65988
2015-04-24 23:00:00,-14129.60928,-17137.38594,-11930.69863,-9222.292904,-52419.98675
2015-04-25 00:00:00,-12012.78285,-15118.24077,-7977.619867,-6166.60846,-41275.25195
2015-04-25 01:00:00,-11670.50213,-14762.08032,-7319.411078,-5657.820632,-39409.81416
2015-04-25 02:00:00,-11348.22231,-14436.11588,-6687.537372,-5169.38952,-37641.26508
2015-04-25 03:00:00,-11096.29426,-14184.1162,-6168.495751,-4768.176314,-36217.08252
2015-04-25 04:00:00,-11152.99241,-14245.3863,-6239.959625,-4823.417066,-36461.7554
2015-04-25 05:00:00,-11183.96182,-14286.50414,-6239.959625,-4823.417066,-36533.84265
2015-04-25 06:00:00,-11769.77554,-14886.09698,-7341.989667,-5675.273622,-39673.13581
2015-04-25 07:00:00,-13062.79096,-16186.97055,-9854.448803,-7617.375655,-46721.58596
2015-04-25 08:00:00,-15373.31639,-18491.1123,-14397.95252,-11129.4518,-59391.83301
2015-04-25 09:00:00,-17619.93864,-20723.19612,-18824.88148,-14551.41701,-71719.43325
2015-04-25 10:00:00,-18425.36448,-21526.90071,-20415.88435,-15781.24393,-76149.39348
2015-04-25 11:00:00,-18124.2739,-21235.37838,-19829.11872,-15327.68085,-74516.45185
2015-04-25 12:00:00,-16984.2956,-20114.41432,-17591.19471,-13597.79132,-68287.69595
2015-04-25 13:00:00,-15730.9372,-18881.60264,-15135.13026,-11699.28173,-61446.95183
2015-04-25 14:00:00,-14170.80836,-17344.08865,-12073.5272,-9332.697749,-52921.12195
2015-04-25 15:00:00,-12764.66318,-15958.20038,-9316.561578,-7201.595013,-45241.02016
2015-04-25 16:00:00,-12392.10398,-15595.86686,-8605.701803,-6652.108577,-43245.78123
2015-04-25 17:00:00,-12984.47643,-16187.48118,-9801.774302,-7576.658872,-46550.39078
2015-04-25 18:00:00,-13954.71539,-17147.78671,-11738.78434,-9073.945365,-51915.2318
2015-04-25 19:00:00,-14369.47078,-17551.06324,-12573.80016,-9719.402995,-54213.73717
2015-04-25 20:00:00,-14194.90646,-17363.62535,-12246.5575,-9466.448182,-53271.53749
2015-04-25 21:00:00,-14117.13829,-17264.00399,-12111.14579,-9361.776483,-52854.06455
2015-04-25 22:00:00,-13454.40782,-16585.17333,-10817.31423,-8361.659563,-49218.55494
2015-04-25 23:00:00,-12701.72034,-15817.82342,-9326.763779,-7209.481197,-45055.78874
2015-04-26 00:00:00,-11411.38385,-14620.16659,-6947.354214,-5370.224952,-38349.12961
2015-04-26 01:00:00,-10110.56133,-13341.074,-4382.232337,-3387.415226,-31221.2829
2015-04-26 02:00:00,-9529.236831,-12773.37122,-3224.906583,-2492.815721,-28020.33035
2015-04-26 03:00:00,-9314.809408,-12565.21986,-2770.930562,-2141.897475,-26792.8573
2015-04-26 04:00:00,-9437.450048,-12693.43755,-2966.515694,-2293.082533,-27390.48582
2015-04-26 05:00:00,-9906.86587,-13164.61218,-3822.946035,-2955.093343,-29849.51743
2015-04-26 06:00:00,-11306.57896,-14558.01371,-6511.066922,-5032.979891,-37408.63948
2015-04-26 07:00:00,-13441.7349,-16671.72543,-10648.3547,-8231.055789,-48992.87082
2015-04-26 08:00:00,-14741.12092,-17945.5985,-13130.79263,-10149.95177,-55967.46381
2015-04-26 09:00:00,-14655.9766,-17838.36981,-12878.80617,-9955.169137,-55328.32171
2015-04-26 10:00:00,-13398.12041,-16575.34023,-10336.21274,-7989.773639,-48299.44702
2015-04-26 11:00:00,-12580.06341,-15761.02253,-8703.827351,-6727.958498,-43772.87179
2015-04-26 12:00:00,-12209.49599,-15399.81631,-7985.450252,-6172.661258,-41767.42381
2015-04-26 13:00:00,-12238.85282,-15436.36714,-8068.185389,-6236.614568,-41980.01991
2015-04-26 14:00:00,-12241.28187,-15442.76348,-8094.507683,-6256.961399,-42035.51443
2015-04-26 15:00:00,-11891.07999,-15102.44042,-7428.78797,-5742.367712,-40164.67609
2015-04-26 16:00:00,-11620.4637,-14849.12066,-6936.075037,-5361.506279,-38767.16567
2015-04-26 17:00:00,-11415.50873,-14663.95366,-6578.761022,-5085.306652,-37743.53007
2015-04-26 18:00:00,-12151.44384,-15402.09049,-8071.947246,-6239.52244,-41865.00401
2015-04-26 19:00:00,-12960.94356,-16201.29398,-9700.564377,-7498.424763,-46361.22668
2015-04-26 20:00:00,-13644.41352,-16867.00999,-11084.69958,-8568.345363,-50164.46845
2015-04-26 21:00:00,-13246.73918,-16456.83462,-10339.949,-7992.66173,-48036.18454
2015-04-26 22:00:00,-13046.90648,-16248.65243,-10008.97007,-7736.818822,-47041.3478
2015-04-26 23:00:00,-12260.77829,-15466.36689,-8519.53291,-6585.501014,-42832.17911
2015-04-27 00:00:00,-12893.52681,-16008.9622,-9655.477743,-7463.573313,-46021.54007
2015-04-27 01:00:00,-11618.91441,-14742.77122,-7146.775105,-5524.375009,-39032.83574
2015-04-27 02:00:00,-11120.94868,-14249.20527,-6158.707072,-4760.609777,-36289.4708
2015-04-27 03:00:00,-10962.30345,-14091.86657,-5817.569531,-4496.914379,-35368.65393
2015-04-27 04:00:00,-11141.45095,-14274.16871,-6125.993142,-4735.322285,-36276.93509
2015-04-27 05:00:00,-11608.60717,-14744.58582,-6982.423483,-5397.333095,-38732.94957
2015-04-27 06:00:00,-13002.24802,-16137.79589,-9670.544371,-7475.219643,-46285.80792
2015-04-27 07:00:00,-15099.34044,-18223.26031,-13751.41291,-10629.68412,-57703.69777
2015-04-27 08:00:00,-16130.90038,-19243.24102,-15726.07768,-12156.07728,-63256.29637
2015-04-27 09:00:00,-15950.20144,-19051.38347,-15304.8335,-11830.46038,-62136.87878
2015-04-27 10:00:00,-14484.86617,-17590.88656,-12367.30538,-9559.784908,-54002.84302
2015-04-27 11:00:00,-13575.85548,-16691.94,-10565.66227,-8167.135494,-49000.59324
2015-04-27 12:00:00,-13058.60722,-16189.68567,-9565.188979,-7393.781136,-46207.26301
2015-04-27 13:00:00,-12999.63839,-16141.60764,-9478.666394,-7326.900172,-45946.8126
2015-04-27 14:00:00,-13000.82125,-16148.00398,-9504.988684,-7347.247,-46001.06091
2015-04-27 15:00:00,-12736.24887,-15892.30978,-9008.526692,-6963.487586,-44600.57293
2015-04-27 16:00:00,-12409.05644,-15582.57078,-8402.97528,-6495.403305,-42890.00581
2015-04-27 17:00:00,-12318.39846,-15510.24226,-8271.338224,-6393.649374,-42493.62832
2015-04-27 18:00:00,-13197.23659,-16389.42719,-10046.62065,-7765.922287,-47399.20672
2015-04-27 19:00:00,-14121.93687,-17301.46917,-11900.91474,-9199.270305,-52523.59108
2015-04-27 20:00:00,-14865.67243,-18023.60441,-13397.88842,-10356.41375,-56643.57902
2015-04-27 21:00:00,-14559.92349,-17698.05791,-12822.39557,-9911.564391,-54991.94136
2015-04-27 22:00:00,-14426.54838,-17546.29496,-12604.25512,-9742.944335,-54320.0428
2015-04-27 23:00:00,-13708.58548,-16820.42868,-11227.65644,-8678.849374,-50435.51997
2015-04-28 00:00:00,-11435.16972,-14654.90047,-6947.354214,-5370.224952,-38407.64935
2015-04-28 01:00:00,-10123.86423,-13360.49986,-4382.232337,-3387.415226,-31254.01165
2015-04-28 02:00:00,-9535.354757,-12782.30506,-3224.906583,-2492.815721,-28035.38212
2015-04-28 03:00:00,-9317.087941,-12568.54714,-2770.930562,-2141.897475,-26798.46312
2015-04-28 04:00:00,-9438.129708,-12694.43004,-2966.515694,-2293.082533,-27392.15797
2015-04-28 05:00:00,-9907.026774,-13164.84715,-3822.946035,-2955.093343,-29849.9133
2015-04-28 06:00:00,-11306.60875,-14558.05721,-6511.066922,-5032.979891,-37408.71277
2015-04-28 07:00:00,-13441.73889,-16671.73126,-10648.3547,-8231.055789,-48992.88064
2015-04-28 08:00:00,-14741.12095,-17945.59855,-13130.79263,-10149.95177,-55967.4639
2015-04-28 09:00:00,-14655.97663,-17838.36986,-12878.80617,-9955.169137,-55328.3218
2015-04-28 10:00:00,-13398.12044,-16575.34028,-10336.21274,-7989.773639,-48299.4471
2015-04-28 11:00:00,-12580.06345,-15761.02258,-8703.827351,-6727.958498,-43772.87188
2015-04-28 12:00:00,-12209.49602,-15399.81636,-7985.450252,-6172.661258,-41767.42389
2015-04-28 13:00:00,-12238.85285,-15436.36719,-8068.185389,-6236.614568,-41980.02
2015-04-28 14:00:00,-12241.28191,-15442.76353,-8094.507683,-6256.961399,-42035.51452
2015-04-28 15:00:00,-11891.08003,-15102.44047,-7428.78797,-5742.367712,-40164.67618
2015-04-28 16:00:00,-11620.45977,-14849.11493,-6936.075037,-5361.506279,-38767.15602
2015-04-28 17:00:00,-11415.479,-14663.91025,-6578.761022,-5085.306652,-37743.45692
2015-04-28 18:00:00,-12151.28308,-15401.85573,-8071.947246,-6239.52244,-41864.60849
2015-04-28 19:00:00,-12960.26453,-16200.30242,-9700.564377,-7498.424763,-46359.55609
2015-04-28 20:00:00,-13642.13814,-16863.68732,-11084.69958,-8568.345363,-50158.8704
2015-04-28 21:00:00,-13240.63434,-16447.91987,-10339.949,-7992.66173,-48021.16495
2015-04-28 22:00:00,-13033.64718,-16229.29022,-10008.97007,-7736.818822,-47008.7263
2015-04-28 23:00:00,-12237.1089,-15431.80311,-8519.53291,-6585.501014,-42773.94594
2015-04-29 00:00:00,-11399.70205,-14603.10796,-6947.354214,-5370.224952,-38320.38917
2015-04-29 01:00:00,-10077.97632,-13293.49097,-4382.232337,-3387.415226,-31141.11486
2015-04-29 02:00:00,-9482.279374,-12704.80049,-3224.906583,-2492.815721,-27904.80217
2015-04-29 03:00:00,-9260.103044,-12485.33361,-2770.930562,-2141.897475,-26658.26469
2015-04-29 04:00:00,-9379.397079,-12608.66434,-2966.515694,-2293.082533,-27247.65965
2015-04-29 05:00:00,-9847.551749,-13077.99735,-3822.946035,-2955.093343,-29703.58847
2015-04-29 06:00:00,-11246.74215,-14470.63561,-6511.066922,-5032.979891,-37261.42457
2015-04-29 07:00:00,-13381.60786,-16583.9235,-10648.3547,-8231.055789,-48844.94184
2015-04-29 08:00:00,-14680.81294,-17857.53236,-13130.79263,-10149.95177,-55819.08969
2015-04-29 09:00:00,-14595.56919,-17750.15846,-12878.80617,-9955.169137,-55179.70296
2015-04-29 10:00:00,-13337.66918,-16487.06491,-10336.21274,-7989.773639,-48150.72046
2015-04-29 11:00:00,-12519.60225,-15672.7327,-8703.827351,-6727.958498,-43624.1208
2015-04-29 12:00:00,-12149.04552,-15311.54209,-7985.450252,-6172.661258,-41618.69912
2015-04-29 13:00:00,-12178.42787,-15348.1302,-8068.185389,-6236.614568,-41831.35803
2015-04-29 14:00:00,-12180.89278,-15354.57889,-8094.507683,-6256.961399,-41886.94075
2015-04-29 15:00:00,-11830.73044,-15014.31358,-7428.78797,-5742.367712,-40016.1997
2015-04-29 16:00:00,-11560.15501,-14761.05348,-6936.075037,-5361.506279,-38618.78981
2015-04-29 17:00:00,-11355.26034,-14575.97454,-6578.761022,-5085.306652,-37595.30255
2015-04-29 18:00:00,-12091.3713,-15314.36816,-8071.947246,-6239.52244,-41717.20915
2015-04-29 19:00:00,-12901.46933,-16114.44535,-9700.564377,-7498.424763,-46214.90382
2015-04-29 20:00:00,-13586.6753,-16782.69639,-11084.69958,-8568.345363,-50022.41663
2015-04-29 21:00:00,-13193.03074,-16378.4056,-10339.949,-7992.66173,-47904.04707
2015-04-29 22:00:00,-13000.57873,-16181.00125,-10008.97007,-7736.818822,-46927.36888
2015-04-29 23:00:00,-12225.05971,-15414.20799,-8519.53291,-6585.501014,-42744.30162
2015-04-30 00:00:00,-11411.38385,-14620.16659,-6947.354214,-5370.224952,-38349.12961
2015-04-30 01:00:00,-10110.56133,-13341.074,-4382.232337,-3387.415226,-31221.2829
2015-04-30 02:00:00,-9529.236831,-12773.37122,-3224.906583,-2492.815721,-28020.33035
2015-04-30 03:00:00,-9314.809408,-12565.21986,-2770.930562,-2141.897475,-26792.8573
2015-04-30 04:00:00,-9437.450048,-12693.43755,-2966.515694,-2293.082533,-27390.48582
2015-04-30 05:00:00,-9906.86587,-13164.61218,-3822.946035,-2955.093343,-29849.51743
2015-04-30 06:00:00,-11306.57896,-14558.01371,-6511.066922,-5032.979891,-37408.63948
2015-04-30 07:00:00,-13441.7349,-16671.72543,-10648.3547,-8231.055789,-48992.87082
2015-04-30 08:00:00,-14741.12092,-17945.5985,-13130.79263,-10149.95177,-55967.46381
2015-04-30 09:00:00,-14655.9766,-17838.36981,-12878.80617,-9955.169137,-55328.32171
2015-04-30 10:00:00,-13398.12041,-16575.34023,-10336.21274,-7989.773639,-48299.44702
2015-04-30 11:00:00,-12580.06341,-15761.02253,-8703.827351,-6727.958498,-43772.87179
2015-04-30 12:00:00,-12209.49599,-15399.81631,-7985.450252,-6172.661258,-41767.42381
2015-04-30 13:00:00,-12238.85282,-15436.36714,-8068.185389,-6236.614568,-41980.01991
2015-04-30 14:00:00,-12241.28187,-15442.76348,-8094.507683,-6256.961399,-42035.51443
2015-04-30 15:00:00,-11891.07999,-15102.44042,-7428.78797,-5742.367712,-40164.67609
2015-04-30 16:00:00,-11620.4619,-14849.11803,-6936.075037,-5361.506279,-38767.16124
2015-04-30 17:00:00,-11415.49523,-14663.93395,-6578.761022,-5085.306652,-37743.49686
2015-04-30 18:00:00,-12151.37094,-15401.98403,-8071.947246,-6239.52244,-41864.82466
2015-04-30 19:00:00,-12960.63569,-16200.84441,-9700.564377,-7498.424763,-46360.46924
2015-04-30 20:00:00,-13643.38191,-16865.50356,-11084.69958,-8568.345363,-50161.93041
2015-04-30 21:00:00,-13243.97139,-16452.79288,-10339.949,-7992.66173,-48029.375
2015-04-30 22:00:00,-13040.89503,-16239.87407,-10008.97007,-7736.818822,-47026.558
2015-04-30 23:00:00,-12250.04719,-15450.69654,-8519.53291,-6585.501014,-42805.77765
2015-05-01 00:00:00,-10540.55051,-13764.28048,-5213.0771,-4029.648678,-33547.55676
2015-05-01 01:00:00,-10108.16855,-13331.80883,-4385.610589,-3390.026576,-31215.61454
2015-05-01 02:00:00,-9726.382804,-12955.16234,-3640.898403,-2814.372616,-29136.81617
2015-05-01 03:00:00,-9416.643739,-12649.86407,-3009.018303,-2325.936562,-27401.46267
2015-05-01 04:00:00,-9473.20933,-12712.52926,-3080.48218,-2381.177317,-27647.39809
2015-05-01 05:00:00,-9506.440409,-12754.2397,-3080.48218,-2381.177317,-27722.3396
2015-05-01 06:00:00,-10126.82856,-13382.35472,-4238.931456,-3276.645292,-31024.76002
2015-05-01 07:00:00,-11686.21978,-14937.32595,-7259.163754,-5611.250143,-39493.95962
2015-05-01 08:00:00,-14093.71069,-17326.23783,-11971.92519,-9254.160563,-52646.03427
2015-05-01 09:00:00,-16550.79682,-19755.86835,-16793.78884,-12981.40574,-66081.85974
2015-05-01 10:00:00,-17450.13256,-20644.23678,-18554.04942,-14342.06694,-70990.4857
2015-05-01 11:00:00,-17297.41047,-20493.77049,-18249.37999,-14106.56097,-70147.12192
2015-05-01 12:00:00,-16247.39558,-19457.42674,-16180.71371,-12507.50571,-64393.04176
2015-05-01 13:00:00,-14997.43982,-18224.59469,-13724.64926,-10608.99613,-57555.67989
2015-05-01 14:00:00,-13353.58667,-16602.42322,-10493.78848,-8111.577874,-48561.37624
2015-05-01 15:00:00,-12005.3459,-15272.92263,-7849.661331,-6067.697983,-41195.62785
2015-05-01 16:00:00,-11519.00443,-14797.7212,-6913.124596,-5343.765852,-38573.61607
2015-05-01 17:00:00,-11969.33422,-15248.26003,-7827.100899,-6050.259028,-41094.95418
2015-05-01 18:00:00,-12825.67028,-16095.69212,-9538.43397,-7373.099822,-45832.89619
2015-05-01 19:00:00,-13182.52561,-16442.48874,-10260.61131,-7931.334607,-47816.96028
2015-05-01 20:00:00,-12919.27907,-16170.32048,-9764.11093,-7547.545518,-46401.25599
2015-05-01 21:00:00,-12777.98901,-16014.14382,-9515.86074,-7355.650974,-45663.64455
2015-05-01 22:00:00,-12048.50321,-15278.75785,-8109.190702,-6268.311203,-41704.76296
2015-05-01 23:00:00,-11283.68973,-14511.31384,-6618.64025,-5116.132837,-37529.77666
2015-05-02 00:00:00,-10565.38548,-13800.54632,-5213.0771,-4029.648678,-33608.65758
2015-05-02 01:00:00,-10148.22089,-13390.29619,-4385.610589,-3390.026576,-31314.15425
2015-05-02 02:00:00,-9776.910726,-13028.94692,-3640.898403,-2814.372616,-29261.12867
2015-05-02 03:00:00,-9472.838525,-12731.92382,-3009.018303,-2325.936562,-27539.71721
2015-05-02 04:00:00,-9531.884175,-12798.21058,-3080.48218,-2381.177317,-27791.75425
2015-05-02 05:00:00,-9566.096011,-12841.35319,-3080.48218,-2381.177317,-27869.1087
2015-05-02 06:00:00,-10186.93685,-13470.12926,-4238.931456,-3276.645292,-31172.64285
2015-05-02 07:00:00,-11746.60533,-15025.50536,-7259.163754,-5611.250143,-39642.52459
2015-05-02 08:00:00,-14154.27576,-17414.6794,-11971.92519,-9254.160563,-52795.04091
2015-05-02 09:00:00,-16611.46175,-19844.45575,-16793.78884,-12981.40574,-66231.11208
2015-05-02 10:00:00,-17510.8415,-20732.88843,-18554.04942,-14342.06694,-71139.8463
2015-05-02 11:00:00,-17358.12938,-20582.43671,-18249.37999,-14106.56097,-70296.50705
2015-05-02 12:00:00,-16308.10376,-19546.07728,-16180.71371,-12507.50571,-64542.40047
2015-05-02 13:00:00,-15058.12236,-18313.20779,-13724.64926,-10608.99613,-57704.97554
2015-05-02 14:00:00,-13414.23321,-16690.98375,-10493.78848,-8111.577874,-48710.58331
2015-05-02 15:00:00,-12065.95272,-15361.42515,-7849.661331,-6067.697983,-41344.73719
2015-05-02 16:00:00,-11579.57021,-14886.1638,-6913.124596,-5343.765852,-38722.62446
2015-05-02 17:00:00,-12029.83946,-15336.61422,-7827.100899,-6050.259028,-41243.8136
2015-05-02 18:00:00,-12885.9989,-16183.78842,-9538.43397,-7373.099822,-45981.32111
2015-05-02 19:00:00,-13242.25339,-16529.70763,-10260.61131,-7931.334607,-47963.90694
2015-05-02 20:00:00,-12977.26343,-16254.9935,-9764.11093,-7547.545518,-46543.91338
2015-05-02 21:00:00,-12831.92642,-16092.90718,-9515.86074,-7355.650974,-45796.34531
2015-05-02 22:00:00,-12095.02845,-15346.69742,-8109.190702,-6268.311203,-41819.22778
2015-05-02 23:00:00,-11319.56059,-14563.6951,-6618.64025,-5116.132837,-37618.02878
2015-05-03 00:00:00,-11467.81177,-14702.56679,-6947.354214,-5370.224952,-38487.95773
2015-05-03 01:00:00,-10156.47172,-13408.11571,-4382.232337,-3387.415226,-31334.23499
2015-05-03 02:00:00,-9567.963606,-12829.9229,-3224.906583,-2492.815721,-28115.60881
2015-05-03 03:00:00,-9349.735403,-12616.22136,-2770.930562,-2141.897475,-26878.7848
2015-05-03 04:00:00,-9470.859179,-12742.22401,-2966.515694,-2293.082533,-27472.68142
2015-05-03 05:00:00,-9939.879448,-13212.82103,-3822.946035,-2955.093343,-29930.73986
2015-05-03 06:00:00,-11339.60492,-14606.24064,-6511.066922,-5032.979891,-37489.89236
2015-05-03 07:00:00,-13474.86651,-16720.10664,-10648.3547,-8231.055789,-49074.38364
2015-05-03 08:00:00,-14774.34388,-17994.11311,-13130.79263,-10149.95177,-56049.20139
2015-05-03 09:00:00,-14689.25434,-17886.96441,-12878.80617,-9955.169137,-55410.19407
2015-05-03 10:00:00,-13431.42229,-16623.97009,-10336.21274,-7989.773639,-48381.37875
2015-05-03 11:00:00,-12613.37077,-15809.66039,-8703.827351,-6727.958498,-43854.81701
2015-05-03 12:00:00,-12242.79745,-15448.44555,-7985.450252,-6172.661258,-41849.35452
2015-05-03 13:00:00,-12272.14022,-15484.97585,-8068.185389,-6236.614568,-42061.91603
2015-05-03 14:00:00,-12274.54953,-15491.34335,-8094.507683,-6256.961399,-42117.36196
2015-05-03 15:00:00,-11924.32585,-15150.98847,-7428.78797,-5742.367712,-40246.47001
2015-05-03 16:00:00,-11653.68923,-14897.63902,-6936.075037,-5361.506279,-38848.90957
2015-05-03 17:00:00,-11448.71526,-14712.44428,-6578.761022,-5085.306652,-37825.22722
2015-05-03 18:00:00,-12184.62568,-15450.54506,-8071.947246,-6239.52244,-41946.64042
2015-05-03 19:00:00,-12994.08131,-16249.68416,-9700.564377,-7498.424763,-46442.75461
2015-05-03 20:00:00,-13677.47434,-16915.28782,-11084.69958,-8568.345363,-50245.8071
2015-05-03 21:00:00,-13279.68965,-16504.95131,-10339.949,-7992.66173,-48117.2517
2015-05-03 22:00:00,-13079.73231,-16296.58711,-10008.97007,-7736.818822,-47122.10831
2015-05-03 23:00:00,-12293.49445,-15514.14143,-8519.53291,-6585.501014,-42912.6698
2015-05-04 00:00:00,-11467.81177,-14702.56679,-6947.354214,-5370.224952,-38487.95773
2015-05-04 01:00:00,-10156.47172,-13408.11571,-4382.232337,-3387.415226,-31334.23499
2015-05-04 02:00:00,-9567.963606,-12829.9229,-3224.906583,-2492.815721,-28115.60881
2015-05-04 03:00:00,-9349.735403,-12616.22136,-2770.930562,-2141.897475,-26878.7848
2015-05-04 04:00:00,-9470.859179,-12742.22401,-2966.515694,-2293.082533,-27472.68142
2015-05-04 05:00:00,-9939.879448,-13212.82103,-3822.946035,-2955.093343,-29930.73986
2015-05-04 06:00:00,-11339.60492,-14606.24064,-6511.066922,-5032.979891,-37489.89236
2015-05-04 07:00:00,-13474.86651,-16720.10664,-10648.3547,-8231.055789,-49074.38364
2015-05-04 08:00:00,-14774.34388,-17994.11311,-13130.79263,-10149.95177,-56049.20139
