,oil,gpl,solid,electricity,total
2015-01-01 00:00:00,-18088.22939,-20803.42504,-19314.11104,-14929.58583,-73135.35131
2015-01-01 01:00:00,-17895.04684,-20568.38493,-18840.20452,-14563.26154,-71866.89783
2015-01-01 02:00:00,-17593.08816,-20245.50487,-18182.00213,-14054.47866,-70075.07382
2015-01-01 03:00:00,-17316.57776,-19961.58187,-17583.98084,-13592.21507,-68454.35553
2015-01-01 04:00:00,-17402.00817,-20048.41347,-17700.58118,-13682.34579,-68833.34861
2015-01-01 05:00:00,-17286.4238,-19951.49436,-17422.25003,-13467.19902,-68127.36721
2015-01-01 06:00:00,-17682.69866,-20384.24266,-18189.53225,-14060.29935,-70316.77292
2015-01-01 07:00:00,-19102.39247,-21843.4149,-21017.9204,-16246.61088,-78210.33865
2015-01-01 08:00:00,-21491.17698,-24264.38197,-25794.63327,-19938.95502,-91489.14725
2015-01-01 09:00:00,-24057.74823,-26850.12478,-30928.63312,-23907.4779,-105743.984
2015-01-01 10:00:00,-24116.76591,-26944.87649,-31101.62134,-24041.19581,-106204.4595
2015-01-01 11:00:00,-23384.66023,-26247.14521,-29702.41312,-22959.62394,-102293.8425
2015-01-01 12:00:00,-21614.82372,-24518.74441,-26249.64219,-20290.6717,-92673.88202
2015-01-01 13:00:00,-20389.31568,-23325.39723,-23872.57021,-18453.22238,-86040.5055
2015-01-01 14:00:00,-18597.97204,-21565.91472,-20367.11919,-15743.54903,-76274.55499
2015-01-01 15:00:00,-17223.01132,-20213.83933,-17677.87758,-13664.79618,-68779.52441
2015-01-01 16:00:00,-16967.04154,-19968.06034,-17200.21848,-13295.57118,-67430.89153
2015-01-01 17:00:00,-18230.49748,-21225.37487,-19727.77664,-15249.34458,-74432.99358
2015-01-01 18:00:00,-19905.53697,-22883.35237,-23060.23943,-17825.30002,-83674.42879
2015-01-01 19:00:00,-20562.69617,-23523.48276,-24369.15186,-18837.07428,-87292.40507
2015-01-01 20:00:00,-20512.80526,-23448.72533,-24267.58616,-18758.56516,-86987.68191
2015-01-01 21:00:00,-20529.67934,-23420.3663,-24275.12267,-18764.3908,-86989.5591
2015-01-01 22:00:00,-19801.80058,-22643.52106,-22785.68551,-17613.07299,-82844.08013
2015-01-01 23:00:00,-18923.69532,-21709.96898,-20963.02364,-16204.17632,-77800.86426
2015-01-02 00:00:00,-18224.89422,-20958.56028,-19476.21586,-15054.89099,-73714.56134
2015-01-02 01:00:00,-17520.99482,-20230.3159,-18012.74441,-13923.64439,-69687.69952
2015-01-02 02:00:00,-17214.40101,-19912.24434,-17354.53562,-13414.85656,-67896.03752
2015-01-02 03:00:00,-17191.97241,-19880.43432,-17252.99231,-13336.36475,-67661.76379
2015-01-02 04:00:00,-17449.75648,-20134.85575,-17700.58118,-13682.34579,-68967.53921
2015-01-02 05:00:00,-17673.65986,-20369.91844,-18084.21749,-13978.89225,-70106.68803
2015-01-02 06:00:00,-17989.8361,-20720.4817,-18686.00704,-14444.06866,-71840.3935
2015-01-02 07:00:00,-19162.16566,-21931.80526,-21017.9204,-16246.61088,-78358.5022
2015-01-02 08:00:00,-21474.52784,-24270.27175,-25629.11181,-19811.00884,-91184.92023
2015-01-02 09:00:00,-22960.09969,-25780.46322,-28611.71665,-22116.5281,-99468.80765
2015-01-02 10:00:00,-22353.97327,-25213.32148,-27460.78916,-21226.87438,-96254.95829
2015-01-02 11:00:00,-20784.21188,-23688.12549,-24406.62232,-18866.03852,-87744.99822
2015-01-02 12:00:00,-20100.83964,-23035.40647,-23105.24641,-17860.0899,-84101.58242
2015-01-02 13:00:00,-20464.82712,-23414.21967,-23872.57021,-18453.22238,-86204.83938
2015-01-02 14:00:00,-20266.64555,-23226.88236,-23511.51497,-18174.13083,-85179.17371
2015-01-02 15:00:00,-20656.25336,-23612.4042,-24297.58409,-18781.75322,-87347.99486
2015-01-02 16:00:00,-21829.37417,-24773.25757,-26633.30985,-20587.24239,-93823.18398
2015-01-02 17:00:00,-23848.52826,-26775.21804,-30650.33717,-23692.35833,-104966.4418
2015-01-02 18:00:00,-24850.69703,-27770.9472,-32658.82027,-25244.89268,-110525.3572
2015-01-02 19:00:00,-23910.48194,-26838.00022,-30823.33691,-23826.08514,-105397.9042
2015-01-02 20:00:00,-21676.29779,-24609.2959,-26418.98117,-20421.56878,-93126.14364
2015-01-02 21:00:00,-19678.99257,-22589.10769,-22454.70658,-17357.23008,-82080.03693
2015-01-02 22:00:00,-18525.9382,-21387.68304,-20137.8093,-15566.29512,-75617.72566
2015-01-02 23:00:00,-18389.37551,-21184.37415,-19806.82397,-15310.44727,-74691.0209
2015-01-03 00:00:00,-18162.90522,-20912.47218,-19314.11104,-14929.58583,-73319.07428
2015-01-03 01:00:00,-17960.25091,-20663.60069,-18840.20452,-14563.26154,-72027.31767
2015-01-03 02:00:00,-17654.35463,-20334.97067,-18182.00213,-14054.47866,-70225.80608
2015-01-03 03:00:00,-17376.63228,-20049.27789,-17583.98084,-13592.21507,-68602.10607
2015-01-03 04:00:00,-17461.88828,-20135.85479,-17700.58118,-13682.34579,-68980.67004
2015-01-03 05:00:00,-17346.46517,-20039.17118,-17422.25003,-13467.19902,-68275.08541
2015-01-03 06:00:00,-17742.99243,-20472.28805,-18189.53225,-14060.29935,-70465.11208
2015-01-03 07:00:00,-19162.92646,-21931.81108,-21017.9204,-16246.61088,-78359.26882
2015-01-03 08:00:00,-21551.88513,-24353.03247,-25794.63327,-19938.95502,-91638.5059
2015-01-03 09:00:00,-24118.55649,-26938.92146,-30928.63312,-23907.4779,-105893.589
2015-01-03 10:00:00,-24177.61826,-27033.73757,-31101.62134,-24041.19581,-106354.173
2015-01-03 11:00:00,-23445.52259,-26336.02089,-29702.41312,-22959.62394,-102443.5805
2015-01-03 12:00:00,-21675.67531,-24607.60436,-26249.64219,-20290.6717,-92823.59356
2015-01-03 13:00:00,-20450.14157,-23414.21967,-23872.57021,-18453.22238,-86190.15384
2015-01-03 14:00:00,-18658.76185,-21654.68447,-20367.11919,-15743.54903,-76424.11455
2015-01-03 15:00:00,-17283.76132,-20302.55094,-17677.87758,-13664.79618,-68928.98601
2015-01-03 16:00:00,-17027.7504,-20056.71188,-17200.21848,-13295.57118,-67580.25194
2015-01-03 17:00:00,-18291.14565,-21313.93778,-19727.77664,-15249.34458,-74582.20465
2015-01-03 18:00:00,-19966.00812,-22971.65678,-23060.23943,-17825.30002,-83823.20436
2015-01-03 19:00:00,-20622.56504,-23610.90769,-24369.15186,-18837.07428,-87439.69887
2015-01-03 20:00:00,-20570.9266,-23533.59839,-24267.58616,-18758.56516,-87130.67631
2015-01-03 21:00:00,-20583.74417,-23499.31574,-24275.12267,-18764.3908,-87122.57337
2015-01-03 22:00:00,-19848.43574,-22711.62114,-22785.68551,-17613.07299,-82958.81538
2015-01-03 23:00:00,-18959.65091,-21762.47399,-20963.02364,-16204.17632,-77889.32487
2015-01-04 00:00:00,-21921.38256,-24499.20948,-26487.58565,-20474.59925,-93382.77694
2015-01-04 01:00:00,-20453.52695,-22999.74142,-23512.48598,-18174.8814,-85140.63576
2015-01-04 02:00:00,-19896.38793,-22422.11595,-22356.2927,-17281.15729,-81955.95388
2015-01-04 03:00:00,-19685.16125,-22199.60921,-21884.64347,-16916.57786,-80685.99179
2015-01-04 04:00:00,-19997.31707,-22508.09961,-22445.07082,-17349.78175,-82300.26925
2015-01-04 05:00:00,-20582.43332,-23104.23269,-23552.37305,-18205.71365,-85444.75271
2015-01-04 06:00:00,-22229.97811,-24779.29618,-26803.5485,-20718.8349,-94531.65769
2015-01-04 07:00:00,-24665.61338,-27248.7117,-31651.72164,-24466.41702,-108032.4637
2015-01-04 08:00:00,-25681.4962,-28310.2567,-33709.08171,-26056.7327,-113757.5673
2015-01-04 09:00:00,-24792.51495,-27469.68713,-31990.16446,-24728.02943,-108980.396
2015-01-04 10:00:00,-22417.40651,-25149.81843,-27333.78308,-21128.70014,-96029.70816
2015-01-04 11:00:00,-20727.13738,-23506.17957,-24042.73048,-18584.75431,-86860.80174
2015-01-04 12:00:00,-19835.04935,-22654.09308,-22342.61964,-17270.58817,-82102.35024
2015-01-04 13:00:00,-19246.28734,-22096.32332,-21236.77752,-16415.78492,-78995.1731
2015-01-04 14:00:00,-19113.47412,-21976.67515,-21011.10055,-16241.33922,-78342.58905
2015-01-04 15:00:00,-19031.6375,-21901.47969,-20875.73507,-16136.70326,-77945.55552
2015-01-04 16:00:00,-19087.43504,-21967.82274,-21022.44019,-16250.10463,-78327.8026
2015-01-04 17:00:00,-19319.07546,-22213.27985,-21526.46078,-16639.70675,-79698.52283
2015-01-04 18:00:00,-21262.43932,-24143.66945,-25404.26477,-19637.20467,-90447.57822
2015-01-04 19:00:00,-22673.91336,-25531.4072,-28210.15087,-21806.12237,-98221.5938
2015-01-04 20:00:00,-24103.85734,-26915.35887,-31031.10712,-23986.68912,-106037.0125
2015-01-04 21:00:00,-23467.72485,-26230.38971,-29737.2706,-22986.56837,-102421.9535
2015-01-04 22:00:00,-23693.34568,-26384.88103,-30132.20528,-23291.84834,-103502.2803
2015-01-04 23:00:00,-22668.03817,-25297.6768,-28033.42926,-21669.51859,-97668.66282
2015-01-05 00:00:00,-18974.53508,-21734.66672,-20958.50012,-16200.67969,-77868.3816
2015-01-05 01:00:00,-17492.83888,-20235.19865,-17983.40045,-13900.96184,-69612.39981
2015-01-05 02:00:00,-17022.42996,-19751.60525,-17015.2713,-13152.60914,-66941.91565
2015-01-05 03:00:00,-16797.36213,-19519.6953,-16524.81566,-12773.49256,-65615.36565
2015-01-05 04:00:00,-17107.75529,-19828.1857,-17085.243,-13206.69646,-67227.88045
2015-01-05 05:00:00,-17695.82683,-20424.31878,-18192.54523,-14062.62835,-70375.3192
2015-01-05 06:00:00,-19324.91449,-22071.17265,-21387.30144,-16532.13818,-79315.52676
2015-01-05 07:00:00,-21805.20235,-24568.7978,-26291.89383,-20323.33172,-92989.22569
2015-01-05 08:00:00,-22811.24732,-25602.13317,-28292.83466,-21870.03599,-98576.25114
2015-01-05 09:00:00,-22043.77106,-24864.99888,-26780.78796,-20701.24127,-94390.79915
2015-01-05 10:00:00,-19862.51225,-22723.79111,-22481.72842,-17378.11766,-82446.14944
2015-01-05 11:00:00,-18343.01319,-21240.00676,-19510.38485,-15081.30323,-74174.70803
2015-01-05 12:00:00,-17609.91188,-20538.37158,-18111.17663,-13999.73136,-70259.19144
2015-01-05 13:00:00,-17177.95144,-20131.05312,-17306.23712,-13377.52237,-67992.76405
2015-01-05 14:00:00,-17047.2506,-20011.40495,-17080.56016,-13203.07667,-67342.29238
2015-01-05 15:00:00,-16851.22999,-19823.37101,-16719.51771,-12923.99501,-66318.11373
2015-01-05 16:00:00,-16811.07985,-19795.67618,-16678.15871,-12892.02498,-66176.9397
2015-01-05 17:00:00,-16880.72746,-19881.24084,-16862.47026,-13034.49569,-66658.93424
2015-01-05 18:00:00,-18642.85074,-21632.7769,-20382.9524,-15755.78792,-76414.36796
2015-01-05 19:00:00,-19899.81126,-22869.30151,-22887.93588,-17692.11136,-83349.16002
2015-01-05 20:00:00,-21227.61398,-24156.87454,-25520.828,-19727.3067,-90632.62323
2015-01-05 21:00:00,-20510.31996,-23400.45376,-24095.34659,-18625.42596,-86631.54626
2015-01-05 22:00:00,-20684.27225,-23516.21868,-24433.86203,-18887.0945,-87521.44745
2015-01-05 23:00:00,-19686.72792,-22470.13124,-22447.92448,-17351.9876,-81956.77125
2015-01-06 00:00:00,-19632.33647,-22270.81702,-22135.07305,-17110.15704,-81148.38358
2015-01-06 01:00:00,-19332.63449,-21912.59612,-21473.1024,-16598.46134,-79316.79435
2015-01-06 02:00:00,-19024.84968,-21573.40079,-20814.90001,-16089.67845,-77502.82893
2015-01-06 03:00:00,-18755.11876,-21291.36438,-20235.68512,-15641.95201,-75924.12027
2015-01-06 04:00:00,-18839.52709,-21375.37219,-20352.28546,-15732.08273,-76299.26747
2015-01-06 05:00:00,-18721.79816,-21277.59729,-20073.95432,-15516.93595,-75590.28572
2015-01-06 06:00:00,-19113.04144,-21710.13855,-20841.23653,-16110.03629,-77774.45281
2015-01-06 07:00:00,-20524.80355,-23169.27287,-23669.62468,-18296.34781,-85660.04892
2015-01-06 08:00:00,-22837.54687,-25524.41167,-28314.69266,-21886.93197,-98563.58318
2015-01-06 09:00:00,-25300.04634,-28016.12241,-33260.62838,-25710.08343,-112286.8806
2015-01-06 10:00:00,-25295.04465,-28054.45488,-33320.77813,-25756.57849,-112426.8561
2015-01-06 11:00:00,-24520.1152,-27319.11077,-31846.34425,-24616.85805,-108302.4283
2015-01-06 12:00:00,-22661.01226,-25506.08111,-28224.3156,-21817.07154,-98208.48051
2015-01-06 13:00:00,-21404.09793,-24284.52431,-25790.82438,-19936.0108,-91415.45742
2015-01-06 14:00:00,-19658.71989,-22572.05784,-22379.40542,-17299.02316,-81909.20631
2015-01-06 15:00:00,-18349.61857,-21285.80489,-19821.80871,-15322.03029,-74779.26246
2015-01-06 16:00:00,-18188.44236,-21134.05215,-19532.21374,-15098.17671,-73952.88497
2015-01-06 17:00:00,-19536.93422,-22475.95761,-22229.02962,-17182.78439,-81424.70584
2015-01-06 18:00:00,-21278.20858,-24199.56494,-25693.13731,-19860.49981,-91031.41064
2015-01-06 19:00:00,-21935.5091,-24838.93351,-27002.04973,-20872.27407,-94648.76641
2015-01-06 20:00:00,-21981.6509,-24855.86156,-27088.54816,-20939.13637,-94865.19698
2015-01-06 21:00:00,-21971.47681,-24793.66375,-27039.66543,-20901.35058,-94706.15657
2015-01-06 22:00:00,-21244.4474,-24006.30171,-25550.22827,-19750.03277,-90551.01016
2015-01-06 23:00:00,-20337.45233,-23029.23758,-23671.14717,-18297.52468,-85335.36177
2015-01-07 00:00:00,-16151.92498,-19061.6844,-15786.73644,-12202.96581,-63203.31164
2015-01-07 01:00:00,-14656.74444,-17562.30856,-12811.63677,-9903.24796,-54933.93773
2015-01-07 02:00:00,-14168.61482,-17069.30832,-11824.70121,-9140.358121,-52202.98246
2015-01-07 03:00:00,-13996.29919,-16893.71454,-11447.08405,-8848.464393,-51185.56217
2015-01-07 04:00:00,-14276.28639,-17173.7765,-11951.09215,-9238.056864,-52639.2119
2015-01-07 05:00:00,-14809.95568,-17713.16159,-12945.5559,-10006.76591,-55475.43908
2015-01-07 06:00:00,-16477.18152,-19387.84221,-16196.73135,-12519.88716,-64581.64225
2015-01-07 07:00:00,-18973.01436,-21885.11657,-21101.32374,-16311.0807,-78270.53537
2015-01-07 08:00:00,-20006.69022,-22927.60083,-23121.07098,-17872.32211,-83927.68414
2015-01-07 09:00:00,-19369.78042,-22303.15884,-21834.70124,-16877.97308,-80385.61358
2015-01-07 10:00:00,-17353.51228,-20312.33797,-17836.54432,-13787.44374,-69289.83832
2015-01-07 11:00:00,-15995.07402,-18978.99033,-15166.10336,-11723.22358,-61863.39129
2015-01-07 12:00:00,-15439.84906,-18446.6286,-14105.41058,-10903.32025,-58895.20848
2015-01-07 13:00:00,-15107.55152,-18133.37972,-13488.5352,-10426.48267,-57155.94912
2015-01-07 14:00:00,-14978.95569,-18013.78425,-13262.85824,-10252.03697,-56507.63515
2015-01-07 15:00:00,-14716.35119,-17759.98599,-12770.1709,-9871.195324,-55117.70341
2015-01-07 16:00:00,-14504.22509,-17563.09933,-12390.29645,-9577.556742,-54035.17761
2015-01-07 17:00:00,-14488.08953,-17564.1617,-12405.35028,-9589.19318,-54046.79469
2015-01-07 18:00:00,-16097.95319,-19165.69756,-15624.92981,-12077.89115,-62966.47171
2015-01-07 19:00:00,-17183.06594,-20234.60576,-17791.39786,-13752.54605,-68961.61561
2015-01-07 20:00:00,-18385.26532,-21404.83556,-20179.8066,-15598.75855,-75568.66603
2015-01-07 21:00:00,-17636.84557,-20631.75794,-18697.90595,-14453.26638,-71419.77585
2015-01-07 22:00:00,-17809.83832,-20768.889,-19036.42139,-14714.93492,-72330.08363
2015-01-07 23:00:00,-16872.08923,-19810.11832,-17163.32233,-13267.05088,-67112.58076
2015-01-08 00:00:00,-20394.68787,-23053.76417,-23666.62365,-18294.02805,-85409.10374
2015-01-08 01:00:00,-18987.45845,-21626.12492,-20804.36245,-16081.53304,-77499.47886
2015-01-08 02:00:00,-18433.31925,-21059.06112,-19648.16918,-15187.80893,-74328.35848
2015-01-08 03:00:00,-18214.25899,-20832.79493,-19157.71353,-14808.69236,-73013.45982
2015-01-08 04:00:00,-18536.64414,-21153.03881,-19736.94729,-15256.43339,-74683.06363
2015-01-08 05:00:00,-19123.77236,-21749.93445,-20844.24952,-16112.36529,-77830.32162
2015-01-08 06:00:00,-20748.00721,-23396.98105,-24039.00573,-18581.87512,-86765.86911
2015-01-08 07:00:00,-23220.34658,-25894.64412,-28943.59811,-22373.06866,-100431.6575
2015-01-08 08:00:00,-24217.14758,-26927.98531,-30944.53895,-23919.77292,-106009.4448
2015-01-08 09:00:00,-23374.74184,-26125.02857,-29300.84735,-22649.21821,-101449.836
2015-01-08 10:00:00,-21091.86928,-23889.78874,-24813.72368,-19180.72319,-88976.10489
2015-01-08 11:00:00,-19510.81293,-22349.58515,-21729.54163,-16796.68592,-80386.62562
2015-01-08 12:00:00,-18736.29879,-21610.33714,-20255.10775,-15656.96548,-76258.70917
2015-01-08 13:00:00,-18216.45053,-21118.38983,-19280.91052,-14903.92222,-73519.6731
2015-01-08 14:00:00,-18056.17076,-20970.53203,-18998.81432,-14685.86509,-72711.38221
2015-01-08 15:00:00,-17907.73085,-20829.51412,-18731.80394,-14479.46914,-71948.51806
2015-01-08 16:00:00,-17934.57609,-20867.64756,-18822.08983,-14549.25909,-72173.57257
2015-01-08 17:00:00,-18099.49801,-21047.28222,-19194.46552,-14837.10122,-73178.34696
2015-01-08 18:00:00,-19947.55088,-22883.63976,-22884.20538,-17689.22772,-83404.62373
2015-01-08 19:00:00,-21272.50559,-24186.74864,-25520.83376,-19727.31115,-90707.39914
2015-01-08 20:00:00,-22604.59766,-25476.66825,-28153.72587,-21762.50649,-97997.49828
2015-01-08 21:00:00,-21991.57762,-24819.90871,-26916.3086,-20805.99716,-94533.79208
2015-01-08 22:00:00,-22152.08348,-24917.98079,-27198.4048,-21024.05428,-95292.52334
2015-01-08 23:00:00,-21174.33297,-23887.19579,-25212.46725,-19488.94739,-89762.9434
2015-01-09 00:00:00,-15477.99098,-18407.64275,-14304.45218,-11057.17711,-59247.26302
2015-01-09 01:00:00,-14739.81322,-17654.58559,-12822.17432,-9911.393367,-55127.96649
2015-01-09 02:00:00,-14474.91021,-17382.37161,-12276.80401,-9489.828383,-53623.91421
2015-01-09 03:00:00,-14415.19915,-17316.7082,-12118.84146,-9367.72515,-53218.47396
2015-01-09 04:00:00,-14611.57306,-17512.36012,-12453.59184,-9626.483347,-54204.00837
2015-01-09 05:00:00,-14865.76219,-17774.86986,-12893.64739,-9966.64123,-55500.92068
2015-01-09 06:00:00,-15191.34751,-18125.2404,-13495.43694,-10431.81764,-57243.84249
2015-01-09 07:00:00,-16388.95365,-19345.92924,-15846.15672,-12248.897,-63829.9366
2015-01-09 08:00:00,-18834.2444,-21797.22839,-20683.02509,-15987.74066,-77302.23854
2015-01-09 09:00:00,-20490.22596,-23457.87117,-23966.53254,-18525.85418,-86440.48385
2015-01-09 10:00:00,-20050.96775,-23041.18073,-23116.50767,-17868.79472,-84077.45088
2015-01-09 11:00:00,-18662.90675,-21685.24247,-20400.85627,-15769.6274,-76518.63289
2015-01-09 12:00:00,-18082.33645,-21126.55551,-19287.5445,-14909.0502,-73405.48666
2015-01-09 13:00:00,-18451.8167,-21505.36871,-20054.8683,-15502.18268,-75514.23639
2015-01-09 14:00:00,-18189.56509,-21252.20896,-19562.16817,-15121.33114,-74125.27335
2015-01-09 15:00:00,-18407.73115,-21468.47307,-20009.72184,-15467.28498,-75353.21104
2015-01-09 16:00:00,-19494.14283,-22544.69758,-22176.18988,-17141.93988,-81356.97018
2015-01-09 17:00:00,-21360.74172,-24396.20675,-25892.31458,-20014.46156,-91663.72461
2015-01-09 18:00:00,-22191.80026,-25222.67819,-27562.28224,-21305.32737,-96282.08807
2015-01-09 19:00:00,-21127.04232,-24167.48952,-25482.31551,-19697.53699,-90474.38433
2015-01-09 20:00:00,-18859.78825,-21910.57558,-21021.54053,-16249.40921,-78041.31357
2015-01-09 21:00:00,-16851.55165,-19890.38738,-17057.26594,-13185.07051,-66984.27548
2015-01-09 22:00:00,-15738.32239,-18745.38196,-14853.20714,-11481.35839,-60818.26987
2015-01-09 23:00:00,-15637.74615,-18598.49231,-14635.06029,-11312.73339,-60184.03214
2015-01-10 00:00:00,-22598.26728,-25059.28633,-27607.73934,-21340.46518,-96605.75813
2015-01-10 01:00:00,-22364.82154,-24753.99561,-27020.99435,-20886.91804,-95026.72953
2015-01-10 02:00:00,-22046.8012,-24397.15596,-26306.37271,-20334.52374,-93084.85361
2015-01-10 03:00:00,-21786.01478,-24120.86639,-25727.15783,-19886.79729,-91520.83629
2015-01-10 04:00:00,-21874.0765,-24207.44329,-25843.75817,-19976.92801,-91902.20597
2015-01-10 05:00:00,-21810.93443,-24167.17892,-25678.26551,-19849.00408,-91505.38294
2015-01-10 06:00:00,-22163.91278,-24572.08617,-26389.12848,-20398.49299,-93523.62042
2015-01-10 07:00:00,-23578.57609,-26050.41561,-29255.12946,-22613.87881,-101498
2015-01-10 08:00:00,-25767.29196,-28302.37928,-33693.32688,-26044.5544,-113807.5525
2015-01-10 09:00:00,-28030.62655,-30615.57527,-38281.94075,-29591.50018,-126519.6428
2015-01-10 10:00:00,-27782.99749,-30428.29518,-37890.73658,-29289.10385,-125391.1331
2015-01-10 11:00:00,-26846.0026,-29542.51437,-36115.40008,-27916.78914,-120420.7062
2015-01-10 12:00:00,-24855.65174,-27607.2273,-32248.88806,-24928.0198,-109639.7869
2015-01-10 13:00:00,-23649.84055,-26442.05223,-29928.23532,-23134.1819,-103154.31
2015-01-10 14:00:00,-21967.71055,-24795.35551,-26648.46126,-20598.95425,-94010.48157
2015-01-10 15:00:00,-20771.21107,-23621.8829,-24316.5415,-18796.40708,-87506.04256
2015-01-10 16:00:00,-20742.50892,-23601.7208,-24290.23632,-18776.07348,-87410.53952
2015-01-10 17:00:00,-22308.6018,-25159.84932,-27419.59971,-21195.03541,-96083.08623
2015-01-10 18:00:00,-24182.54238,-27015.03566,-31146.99719,-24076.27081,-106420.846
2015-01-10 19:00:00,-24993.31751,-27804.73787,-32756.81222,-25320.63933,-110875.5069
2015-01-10 20:00:00,-25044.55014,-27821.46064,-32843.31066,-25387.50163,-111096.8231
2015-01-10 21:00:00,-25083.27668,-27796.5812,-32869.65359,-25407.86441,-111157.3759
2015-01-10 22:00:00,-24306.11916,-26943.06415,-31248.57153,-24154.78661,-106652.5414
2015-01-10 23:00:00,-23391.35184,-25937.49776,-29313.07119,-22658.6671,-101300.5879
2015-01-11 00:00:00,-27430.92271,-29652.16675,-36793.50019,-28440.95273,-122317.5424
2015-01-11 01:00:00,-26114.05951,-28274.94038,-34062.88389,-26330.21772,-114782.1015
2015-01-11 02:00:00,-25602.01577,-27725.52453,-32963.10985,-25480.10503,-111770.7552
2015-01-11 03:00:00,-25370.81792,-27474.80816,-32435.04138,-25071.91417,-110352.5816
2015-01-11 04:00:00,-25734.00701,-27830.3146,-33089.50079,-25577.80377,-112231.6262
2015-01-11 05:00:00,-26199.15197,-28313.6092,-33971.12606,-26259.28997,-114743.1772
2015-01-11 06:00:00,-27940.92135,-30101.51116,-37447.97847,-28946.85692,-124437.2679
2015-01-11 07:00:00,-30487.37662,-32711.97479,-42578.24782,-32912.49616,-138690.0954
2015-01-11 08:00:00,-31818.25609,-34121.43844,-45331.44519,-35040.68608,-146311.8258
2015-01-11 09:00:00,-30962.49858,-33346.69131,-43744.17283,-33813.74279,-141867.1055
2015-01-11 10:00:00,-28818.25218,-31280.7092,-39595.5646,-30606.91632,-130301.4423
2015-01-11 11:00:00,-27148.09223,-29674.68316,-36379.73766,-28121.11905,-121323.6321
2015-01-11 12:00:00,-26023.80216,-28606.32292,-34247.07931,-26472.59866,-115349.803
2015-01-11 13:00:00,-25169.1026,-27794.66658,-32633.46402,-25225.29259,-110822.5258
2015-01-11 14:00:00,-24965.53413,-27609.19596,-32276.14217,-24949.08691,-109799.9592
2015-01-11 15:00:00,-24674.54616,-27327.12995,-31727.03559,-24524.63383,-108253.3455
2015-01-11 16:00:00,-24541.76536,-27205.40887,-31497.61245,-24347.29238,-107592.0791
2015-01-11 17:00:00,-24640.78542,-27319.22108,-31738.34324,-24533.37452,-108231.7243
2015-01-11 18:00:00,-26375.68724,-29042.74014,-35202.40614,-27211.05532,-117831.8888
2015-01-11 19:00:00,-27800.24238,-30439.88109,-38027.09866,-29394.51017,-125661.7323
2015-01-11 20:00:00,-29345.52806,-31927.26804,-41054.92545,-31734.98547,-134062.707
2015-01-11 21:00:00,-28987.38881,-31496.18546,-40268.8621,-31127.36754,-131879.8039
2015-01-11 22:00:00,-29320.56727,-31725.90244,-40814.2481,-31548.94465,-133409.6625
2015-01-11 23:00:00,-28418.05328,-30723.32706,-38884.72978,-30057.44917,-128083.5593
2015-01-12 00:00:00,-26062.38897,-28373.33064,-34235.82796,-26463.9015,-115135.4491
2015-01-12 01:00:00,-24738.62872,-26996.10427,-31505.21167,-24353.16649,-107593.1111
2015-01-12 02:00:00,-24165.341,-26390.26918,-30292.59915,-23415.83096,-104264.0403
2015-01-12 03:00:00,-23960.51613,-26167.76243,-29820.94992,-23051.25152,-103000.48
2015-01-12 04:00:00,-24256.24891,-26457.44642,-30343.76444,-23455.38113,-104512.8409
2015-01-12 05:00:00,-24846.51424,-27062.98271,-31469.87308,-24325.85017,-107705.2202
2015-01-12 06:00:00,-26507.7032,-28766.25581,-34777.46777,-26882.58285,-116934.0096
2015-01-12 07:00:00,-29033.65769,-31348.50982,-39851.31788,-30804.61066,-131038.096
2015-01-12 08:00:00,-30212.15988,-32598.11894,-42284.8062,-32685.66916,-137780.7542
2015-01-12 09:00:00,-29317.255,-31776.3558,-40603.5018,-31386.04018,-133083.1528
2015-01-12 10:00:00,-27122.48619,-29653.95444,-36342.05509,-28091.99086,-121210.4866
2015-01-12 11:00:00,-25342.71266,-27935.08992,-32900.55118,-25431.74789,-111610.1017
2015-01-12 12:00:00,-24297.90281,-26941.95534,-30918.34414,-23899.52464,-106057.7269
2015-01-12 13:00:00,-23512.08871,-26196.12144,-29436.37375,-22753.97856,-101898.5625
2015-01-12 14:00:00,-23338.10524,-26038.86044,-29135.47114,-22521.3843,-101033.8211
2015-01-12 15:00:00,-23113.67002,-25822.61688,-28718.00945,-22198.69121,-99852.98757
2015-01-12 16:00:00,-23123.14619,-25841.9439,-28770.68251,-22239.40688,-99975.17948
2015-01-12 17:00:00,-23279.09856,-26012.17535,-29124.25178,-22512.71187,-100928.2376
2015-01-12 18:00:00,-25099.40389,-27820.32327,-32757.5724,-25321.22694,-110998.5265
2015-01-12 19:00:00,-26542.07803,-29236.27063,-35619.87774,-27533.75607,-118931.9825
2015-01-12 20:00:00,-28056.12722,-30695.44796,-38591.2853,-29830.61996,-127173.4804
2015-01-12 21:00:00,-27588.0212,-30160.9301,-37598.3514,-29063.09346,-124410.3962
2015-01-12 22:00:00,-27941.79544,-30418.85671,-38200.15663,-29528.28199,-126089.0908
2015-01-12 23:00:00,-26963.3231,-29350.4589,-36138.99343,-27935.02653,-120387.802
2015-01-13 00:00:00,-24694.91043,-27094.49456,-31678.15575,-24486.85027,-107954.411
2015-01-13 01:00:00,-23335.81629,-25689.05858,-28891.12021,-22332.50384,-100248.4989
2015-01-13 02:00:00,-22786.94282,-25111.43312,-27734.92693,-21438.77973,-97072.08259
