monetary,emissions,indipendence,PM_emissions,monetary.w,emissions.w,indipendence.w,PM_emissions.w,pv_planned_ground,pv_planned_roof,wind_planned_onshore,wind_planned_offshore,P2Heat_planned,supply_heat_solid,supply_heat_oil,supply_heat_gpl,battery,supply_grid_power.p,pv_existing.p,pv_planned_ground.p,pv_planned_roof.p,wind_existing.p,wind_planned_onshore.p,wind_planned_offshore.p,P2Heat_existing.p,P2Heat_planned.p,supply_heat_solid.p,supply_heat_oil.p,supply_heat_gpl.p,battery.p,runtime,provenance
75159004.61,131992265.6,31001336.0,14025014.01,1,0.0967872587691039,0.7737124668137207,0.0838729331474794,48968.0,149796.36,100000.0,0.0,19886.681,33631.059,38000.0,40000.0,0.0,403226694.3176274,59757500.0,58524105.199999966,179029123.9792397,350458617.6000004,380933280.0,0.0,250066737.9475717,173213893.522774,379051.89734,10265778.537245993,95871808.31667978,0.0,00:06:53,sets_SA_20231108_0857
109647656.876,80276445.54,22843483.0,13024203.0433,1,2.884728467821917,3.907323360008839,0.3504262284854825,48968.0,185236.6,100000.0,100000.0,67698.454,51304.068,0.0,12515.218,200000.0,308708092.7286663,59757500.0,58524105.199999966,221385522.4906001,350458617.6000004,380933280.0,294241174.0843274,56000594.50129994,457468074.2391967,16279747.808459982,0.0,48851.9306,36564945.45875999,00:05:49,sets_SA_20231108_0857
114373890.06,71571967.98,20291944.0,147704778.456,1,2.0679565357822898,0.2128817914229697,0.0613514164351564,48968.0,185236.6,100000.0,100000.0,40144.884,56000.0,0.0,35372.857,136000.0,274849388.4518051,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,294241174.0805473,98527037.50541192,246186744.0839917,184643612.66294,0.0,439877.6199000001,31127809.315141,00:05:54,sets_SA_20231108_0857
108161393.88,91722749.3,21696799.0,6417795.0,1,0.0,13.677952833302967,2.621819690178925,48968.0,185236.6,100000.0,100000.0,63954.411,0.0,38000.0,40000.0,200000.0,303410259.5974324,59757500.0,58524105.199999966,221385522.4906001,350458617.6000004,380933280.0,294241174.0843274,59276892.439539805,421152092.59010553,0.0,11005586.968679996,38362697.61412005,44045003.23657299,00:05:49,sets_SA_20231108_0857
112694497.34,102113395.0,19252748.0,53008062.93,1,1.5492910040082606,26.425155210357243,0.5903949817236858,48968.0,185236.6,100000.0,100000.0,63058.631,53573.944,37464.152,40000.0,200000.0,272118824.4389148,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,294241174.0805473,45400081.64659001,314615818.54453903,46383454.31275976,5691524.887690002,117706389.65188986,43265371.890654966,00:05:47,sets_SA_20231108_0857
118832157.77,69633242.597,19840587.0,152557253.406,1,3.0,0.0,0.1047861113645103,48968.0,185236.6,100000.0,100000.0,45921.478,56000.0,0.0,29596.262,184731.33,267562461.5140997,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,294241174.0805473,78953163.56960203,259838819.44427803,190740067.2900499,0.0,265218.61220000003,35529727.14144451,00:06:08,sets_SA_20231108_0857
97955237.53,83821600.9787,23932631.0,117384767.7607,1,1.0863039935686347,0.0,0.0,48968.0,185236.6,100000.0,55026.798,29809.043,56000.0,5708.6966,40000.0,48952.496,321374063.5792944,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,161911496.33132932,133863924.96880518,248259695.51121545,146629008.73172957,13172.9806,1031463.5901999994,15986922.630761957,00:07:06,sets_SA_20231108_0857
68663913.26,174837741.6,36456695.0,29987729.2,1,0.0242286567987041,0.2506888301067866,0.0,48968.0,0.0,100000.0,0.0,0.0,53517.74,38000.0,40000.0,0.0,455763661.4913522,59757500.0,58524105.199999966,0.0,350458617.6000004,380933280.0,0.0,309032654.19277,0.0,2058762.9281999995,32862681.61971002,185843170.9228802,0.0,00:05:46,sets_SA_20231108_0857
112729325.64,74769780.69,20412650.0,107457164.5,1,1.017381529750537,5.541007452076995,0.1037903599565508,48968.0,185236.6,100000.0,100000.0,45661.488,56000.0,0.0,29856.253,164705.88,285141098.9362898,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,294241174.0805473,87051500.15424973,306261053.66473323,133978718.07878023,0.0,2505999.813960001,38700544.38887098,00:06:04,sets_SA_20231108_0857
117002480.78,79394666.37,19866116.0,88496579.09,1,2.3986255980511526,30.0,0.7657061627467265,48968.0,185236.6,100000.0,100000.0,69608.209,56000.0,29391.133,40000.0,200000.0,281343343.2239283,59757500.0,58524105.199999966,221385522.47060013,350458617.6000004,380933280.0,294241174.0764674,36827307.85184,361883985.2679556,106729798.09211996,2788688.6085999967,21567490.44282,42929950.29089599,00:05:49,sets_SA_20231108_0857
95375281.042,89946283.951,23664044.0,108857092.447,1,0.2844448577082177,2.431760927488704,0.0,48968.0,185236.6,100000.0,42696.779,27609.507,56000.0,7908.2332,40000.0,60303.166,329023355.90082496,59757500.0,58524105.199999966,221385522.47060013,350458617.6000004,380933280.0,125631502.54924063,161093924.20915994,217994382.8068644,133333223.83337028,318911.0777599999,17056828.283879995,24712366.94078056,00:06:55,sets_SA_20231108_0857
115342324.4,76384192.2,20412748.0,82000396.07,1,2.127236495009636,16.758077833358374,0.4678690603885104,48968.0,185236.6,100000.0,100000.0,64360.764,56000.0,0.0,40000.0,200000.0,287088849.4816506,59757500.0,58524105.199999966,221385522.4306001,350458617.6000004,380933280.0,294241174.0805473,45962628.15249987,375505535.0830857,101437286.79271996,0.0,6891819.444110002,42066026.75155948,00:05:49,sets_SA_20231108_0857
85690085.41319999,96975109.13459,28123136.0,46632990.828538,1,0.7753493942663416,0.0,0.0,48968.0,185236.6,100000.0,21060.46,34879.114,56000.0,638.62608,40000.0,20184.252,372318814.77367365,59757500.0,58524105.199999966,221385522.47060013,350458617.6000004,380933280.0,61968544.59306211,171166693.0553694,299741119.408283,58207847.79382994,638.62608,680970.5642200001,7767083.853848716,00:06:16,sets_SA_20231108_0857
108516304.7,87201726.2,22303418.0,3421072.46,1,0.0,12.923166533863858,3.0,48968.0,185236.6,100000.0,100000.0,67736.288,0.0,34091.589,40000.0,200000.0,309157398.15912604,59757500.0,58524105.199999966,221385522.4906001,350458617.6000004,380933280.0,294241174.0843274,57135718.13435998,446302063.21404105,0.0,4883614.058879997,21475873.67839999,44075534.16874999,00:06:04,sets_SA_20231108_0857
