monetary,emissions,indipendence,PM_emissions,monetary.w,emissions.w,indipendence.w,PM_emissions.w,pv_planned_ground,pv_planned_roof,wind_planned_onshore,wind_planned_offshore,P2Heat_planned,supply_heat_solid,supply_heat_oil,supply_heat_gpl,battery,supply_grid_power.p,pv_existing.p,pv_planned_ground.p,pv_planned_roof.p,wind_existing.p,wind_planned_onshore.p,wind_planned_offshore.p,P2Heat_existing.p,P2Heat_planned.p,supply_heat_solid.p,supply_heat_oil.p,supply_heat_gpl.p,battery.p,runtime,provenance
92813883.37,153170745.9,19041450.0,100462201.96,1,0.2219685042372916,6.914968914067567,0.0217012067990626,48968.0,185236.6,100000.0,0.0,9944.4986,56000.0,25573.242,40000.0,115679.61,364019570.7516435,72421550.0,70781335.05700001,267978228.80480003,312867643.000001,339876155.0,0.0,153644067.86810973,56989956.25344505,88438503.52526608,7172987.294089982,223551754.883056,30056942.991525948,00:06:37,sets_SA_20231108_0857
72750537.91499999,135020495.36,26252972.0,3675908.592,1,0.157440348468027,2.474135966083826,0.3982479502575696,48968.0,87292.558,100000.0,0.0,43000.074,10517.666,38000.0,40000.0,17000.0,491678190.9316314,72421550.0,70870357.78800002,126390079.57918768,312867643.000001,339917679.5385,0.0,145246463.93870997,356246187.0499049,36866.62094,1294889.9523999991,26972862.30737001,6328677.599672002,00:06:14,sets_SA_20231108_0857
111482198.1,158484244.0,17414477.0,44316744.0,1,0.2252679702531983,14.157302322595264,0.1905041017466806,48968.0,185236.6,100000.0,65992.293,21437.988,32079.752,38000.0,40000.0,174546.84,332763130.0521044,72421550.0,70764971.1689,267791817.41040003,312867643.000001,339812189.508,166259909.25841963,133578825.2441999,110753212.70286766,10632475.034300018,76607913.24462014,198224842.3640198,35056492.32792199,00:06:15,sets_SA_20231108_0857
99913498.11,108364045.63,21979820.0,418554.537,1,1.5825032181215974,2.7355939744344893,0.7651259109793418,48968.0,185236.6,100000.0,28688.276,72705.513,0.0,18812.227,40000.0,136000.0,413617516.1625346,72421550.0,70788152.1945,267880390.46010005,312867643.000001,339870478.065,72286162.13466977,53564000.92918996,472986285.2230092,0.0,96888.11920000004,3150094.3688000003,26187379.69973199,00:05:39,sets_SA_20231108_0857
136416727.91,95694915.3,16851426.0,166203002.76,1,1.2882492124542104,27.87028155802424,0.3108722436646115,48968.0,185236.6,100000.0,100000.0,49084.854,56000.0,33493.706,40000.0,200000.0,323257953.27922267,72421550.0,70753893.57450001,267767119.80760005,312867643.000001,339709765.246,251901016.87902072,55960662.76638003,228093903.9247737,200519267.1397597,6740050.487839996,38483386.28118,34856733.61752399,00:05:36,sets_SA_20231108_0857
125403300.02100004,96082622.5,19256091.0,46656379.791,1,1.6464700749352472,15.157798876420356,0.3460873394718167,48968.0,185236.6,100000.0,100000.0,61987.05,56000.0,0.0,13530.69,200000.0,369004717.9808202,72421550.0,70752280.79990001,267763842.48460004,312867643.000001,339739548.769,251864782.25402072,50106926.93904011,420873921.6430127,58256729.24914001,0.0,559690.5345999999,32589440.51274099,00:05:50,sets_SA_20231108_0857
128593279.35999998,128265634.2,16757572.0,86150191.6,1,0.9630675053496488,28.833463881734648,0.327860310587918,48968.0,185236.6,100000.0,100000.0,47505.383,56000.0,38000.0,40000.0,200000.0,321285615.07246965,72421550.0,70754091.00850001,267767613.39560005,312867643.000001,339742264.082,251869307.7760207,59249536.240195975,215328277.9985813,79359065.64467007,9173563.65663999,166686826.24708995,35358398.220146,00:05:48,sets_SA_20231108_0857
130866365.14000002,90583399.37,18078890.0,119084249.09,1,1.3706577669579163,12.549280260317737,0.1979197506897198,48968.0,185236.6,100000.0,100000.0,49382.777,56000.0,0.0,26134.963,200000.0,346654116.27241904,72421550.0,70753856.33410001,267767026.7076001,312867643.000001,339741912.07,251868721.0890207,62797062.58978999,316572079.0191404,148633699.44812974,0.0,1794428.760269999,32614449.718655005,00:05:54,sets_SA_20231108_0857
117889049.6,163333288.0,16876702.0,53004141.0,1,0.0,17.87135135701066,0.2274191626037836,48968.0,185236.6,100000.0,89224.54,5927.8662,47589.874,38000.0,40000.0,200000.0,325352129.572997,72121700.0,70633108.112,267191569.97060004,312230625.8000011,339381115.0,224320042.29899848,180375836.7281336,31298068.94715024,17263511.50497799,82672625.66628003,218187226.86040965,36962597.78556098,00:06:44,sets_SA_20231108_0857
91739188.58,155477405.0,19647139.0,28528984.93,1,0.0,8.869920679426851,0.6306095149110441,48968.0,185236.6,100000.0,9648.1337,27757.044,25760.696,38000.0,40000.0,122279.06,380050997.1018319,72121700.0,70633108.112,267191569.97060004,312230625.8000011,339381115.0,24256440.79392581,121592851.80466077,189522233.8937679,187593.2966,44298451.03910004,174196141.24143025,31316939.944985066,00:07:21,sets_SA_20231108_0857
133188471.78,87279043.061,17696824.0,161700865.081,1,1.8846223118485548,7.45189015338897,0.1294796144964468,48968.0,185236.6,100000.0,97787.443,43196.796,56000.0,0.0,32320.945,188235.29,335358908.347761,72421550.0,70755789.8111,267769066.77160004,312867643.000001,339747333.502,246301550.0252857,77712128.44510315,249582988.3678701,202162818.2438024,0.0,339336.2810000001,30388515.38936,00:06:03,sets_SA_20231108_0857
82426948.52000001,157504439.4,21121198.0,60552420.35,1,0.1652073306665193,3.775075433900449,0.0,48968.0,161345.43,100000.0,0.0,10744.024,42773.716,38000.0,40000.0,47058.824,403168055.01255,72421550.0,70811628.72800002,233421402.65336943,312867643.000001,339876155.0,0.0,195545508.08088955,84335380.18335651,42244602.15066955,6538155.438859996,201133623.99529347,15467622.688214503,00:06:48,sets_SA_20231108_0857
76687262.24900001,125825378.11549,25930237.0,10781608.36793,1,0.7261218862447797,0.0,0.1129102597488846,48968.0,112874.91,100000.0,0.0,53991.863,35379.104,2146.7733,40000.0,6436.6143,483195466.7480292,72421550.0,70834864.54120001,163330275.00175887,312867643.000001,339896604.39,0.0,104130368.44232029,411538025.8639724,13359160.777990011,3143.6142,766570.6139000001,2134876.594322006,00:06:04,sets_SA_20231108_0857
117483900.811,97899804.065,19679897.0,53536195.488,1,1.2776607691907331,8.687486585545361,0.1879814490559077,48968.0,185236.6,100000.0,78732.091,53735.469,56000.0,0.0,21782.272,170396.74,376323413.072503,72421550.0,70766290.55430001,267773542.73260003,312867643.000001,339782059.63,198335840.66404355,68747503.68044017,393914234.1658656,66914986.79062008,0.0,220546.71558,30214072.429156024,00:05:55,sets_SA_20231108_0857
74295125.97,200129604.0,22178571.0,50414076.4,1,0.0,3.4371153900904137,0.0,48968.0,83342.483,100000.0,0.0,0.0,53517.74,38000.0,40000.0,23529.412,420599253.70001537,72121700.0,70633108.112,120216031.7104931,312230625.8000011,339381115.0,0.0,176035218.68583035,0.0,6486358.603850005,91920757.97612016,255354934.34367964,9247992.721181909,00:06:12,sets_SA_20231108_0857
114309285.16,103055273.9,18058213.0,216534946.9,1,0.4781978587728733,9.93242030523583,0.0,48968.0,185236.6,100000.0,29115.964,13165.244,56000.0,22352.496,40000.0,150819.16,344326761.4924807,72421550.0,70776253.354245,267876159.17250007,312867643.000001,339870508.928,73363810.91687271,148540293.17697784,66160592.59190189,262244021.65824392,5384714.814469999,47467646.514700025,32907096.52448796,00:06:21,sets_SA_20231108_0857
94844539.83,172987075.0,18671326.0,40440254.7,1,0.0,11.056718908485184,0.3199193132299511,48968.0,185236.6,100000.0,15605.813,11990.451,41527.289,38000.0,40000.0,141675.82,358090653.5258102,72121700.0,70633108.112,267191569.97060004,312230625.8000011,339381115.0,39234683.29023977,160328944.53949013,63513497.50104559,853699.0896400004,84797349.94552222,220303777.09091,34026697.93307401,00:06:06,sets_SA_20231108_0857
87310682.36000001,161060566.0,20064046.0,30494318.42,1,0.0,7.022323126787893,0.4850729278885517,48968.0,185236.6,100000.0,0.0,21299.444,32218.296,38000.0,40000.0,102000.0,387513692.1684951,72121700.0,70633108.112,267191569.97060004,312230625.8000011,339381115.0,0.0,145897784.59621933,150765411.2219171,336359.4876,45188311.28982998,187609405.71913984,29017661.362798,00:07:04,sets_SA_20231108_0857
75821737.99,147135184.5,23706111.0,28168887.36,1,0.1960376822539085,2.8540295255840853,0.0,48968.0,125211.59,100000.0,0.0,20797.359,32720.381,38000.0,40000.0,25461.197,449802699.103386,72421550.0,70831428.51200001,181221184.4500299,312867643.000001,339895584.6701,0.0,216476930.96422,177989210.44999257,16007802.725989897,1258801.25824,118064524.43474004,9014928.467114992,00:06:58,sets_SA_20231108_0857
116464774.24,152459849.0,17371773.0,32998303.378,1,0.0258366416874611,15.959448401687943,0.7737570229011709,48968.0,185236.6,100000.0,81287.537,32219.584,21298.156,38000.0,40000.0,187000.0,332115164.39141124,72421550.0,70761527.8264,267775102.15560004,312867643.000001,339781171.866,204773376.6366341,104219730.03158426,172958545.31208163,119261.482,70142378.46508014,182357352.97979,35994632.124262966,00:06:27,sets_SA_20231108_0857
132919279.42600004,88071771.58399999,17468392.0,181541917.5649,1,1.2514951754846355,11.43816130971445,0.0126373745353772,48968.0,185236.6,100000.0,95703.762,30439.703,56000.0,5078.0371,40000.0,190492.23,332261992.7967117,72421550.0,70750957.07560001,267769828.94960004,312867643.000001,339753738.795,241060031.1056071,118582501.5638198,178598535.89010125,225957665.84184983,45022.1931,6613544.110269997,33372880.323981,00:06:19,sets_SA_20231108_0857
