monetary,emissions,indipendence,PM_emissions,monetary.w,emissions.w,indipendence.w,PM_emissions.w,pv_planned_ground,pv_planned_roof,wind_planned_onshore,wind_planned_offshore,P2Heat_planned,supply_heat_solid,supply_heat_oil,supply_heat_gpl,battery,supply_grid_power.p,pv_existing.p,pv_planned_ground.p,pv_planned_roof.p,wind_existing.p,wind_planned_onshore.p,wind_planned_offshore.p,P2Heat_existing.p,P2Heat_planned.p,supply_heat_solid.p,supply_heat_oil.p,supply_heat_gpl.p,battery.p,runtime,provenance
125189289.51000002,124525401.2,13767119.0,105223124.5,1,0.2574707130664656,29.96050577181173,0.0162192301860334,48968.0,185236.6,100000.0,100000.0,13263.786,56000.0,38000.0,40000.0,200000.0,268948624.7376807,72421550.0,70679855.9823,267467707.2536001,316080959.2000001,343153758.191,240796007.8264151,156922476.3274304,60878850.0086252,96904370.10331018,7854137.310669998,207237435.06353745,39655372.20209298,00:06:04,sets_SA_20231108_0857
105229338.49,110402571.3,17991280.0,9513218.856,1,0.0337580959529596,6.579581736540904,0.6899020218527389,48968.0,185236.6,100000.0,70604.402,41338.952,12178.788,38000.0,40000.0,107050.3,352455047.94495803,72421550.0,70680998.816,267483860.4095001,316080959.2000001,343157100.74,170032534.23201308,121914896.79130004,334568067.4044294,46833.354,7695317.974990003,65572155.56636996,28768198.99983901,00:06:27,sets_SA_20231108_0857
132940222.34000002,78303721.7,15058088.0,119747015.56,1,2.4431072540439183,29.807492192940902,0.5147085969481243,48968.0,185236.6,100000.0,100000.0,62077.285,56000.0,0.0,40000.0,200000.0,296507748.6064973,72421550.0,70679298.036,267482472.0092001,316080959.2000001,343156799.96800005,240796004.8178151,36227785.17299001,339793895.88239354,148979248.40593013,0.0,4796339.196779998,36129512.51042701,00:05:42,sets_SA_20231108_0857
106396608.65,97481540.695,19250866.0,549162.482,1,0.3638751269521081,4.769983060386632,2.2386532827876184,48968.0,185236.6,100000.0,64187.702,69499.155,0.0,22018.585,40000.0,102000.0,370773419.2469153,72421550.0,70678790.9752,267482343.04930004,316080959.2000001,343146444.47,154577901.2984473,61013296.268050015,464523762.8049789,0.0,126585.18159999998,4133626.2554,25846161.41308201,00:06:07,sets_SA_20231108_0857
89830166.13999999,108027678.56,21804677.0,26393669.119,1,1.0736286388475538,0.0,0.0274197748899968,48968.0,178162.83,100000.0,21687.198,40051.967,56000.0,0.0,35465.773,55132.409,415060510.7888739,72421550.0,70676323.7541,257320365.0032405,316080959.2000001,343141599.65,52229225.2144784,158825594.90372992,337592888.39701486,32935657.47179999,0.0,443129.7051,13996386.825826963,00:06:40,sets_SA_20231108_0857
109578566.883,94216208.9288,18871391.0,2872550.75185,1,1.4236663069684243,0.0,0.3815280073416986,48968.0,185236.6,100000.0,74465.522,69499.155,19472.491,2546.0941,40000.0,104769.66,361596000.5614888,72421550.0,70678790.9752,267475500.34360003,316080959.2000001,343142281.556,179326457.69404802,61013296.26815002,464523762.8119789,3464117.3153999946,3942.2558,792151.8456000001,23311410.413643274,00:06:38,sets_SA_20231108_0857
123263125.11200002,129356338.0,14431049.0,27721837.7789,1,0.3569120050638394,24.74287712824832,1.152379725216416,48968.0,185236.6,100000.0,100000.0,48534.166,4983.5739,38000.0,40000.0,200000.0,283884370.51135486,72421550.0,70680776.22140001,267486556.5182001,316080959.2000001,343161260.469,240797912.41225508,57743711.57078993,259092908.1450349,10272.4898,52849723.41614992,160100653.38903007,38385494.80591703,00:05:52,sets_SA_20231108_0857
72095250.00999999,198711304.0,21976675.0,49038115.5,1,0.0130119071837464,3.2778305169289723,0.0,48968.0,70851.854,100000.0,0.0,0.0,53517.74,38000.0,40000.0,19981.287,419476210.220443,72421550.0,70669620.2017,102405497.23271386,316080959.2000001,343135128.319,0.0,180804211.82981047,0.0,5400479.318210003,86001372.79764807,257591205.6421792,7737962.132125694,00:06:27,sets_SA_20231108_0857
124261558.23,87113860.2,16797779.0,17254521.75,1,1.70255802725271,21.10785377214161,0.5266451141683195,48968.0,185236.6,100000.0,100000.0,74367.836,33370.89,0.0,40000.0,200000.0,328427769.72277194,72421550.0,70678790.9752,267480085.16680005,316080959.2000001,343154649.213,240795386.7680449,37059974.35963998,465438392.0095161,20480118.71688012,0.0,6818784.232920003,36122316.41748297,00:05:59,sets_SA_20231108_0857
114692622.07000002,110518214.8,16239822.0,13816667.976,1,0.2069158585110218,7.207052621044046,0.3795246995755374,48968.0,185236.6,100000.0,100000.0,39766.631,13751.109,38000.0,40000.0,126904.48,320015659.8639972,72421550.0,70680998.816,267480328.6026001,316080959.2000001,343159429.366,240799881.7015051,111564824.2075648,311778644.2444941,56303.03310000001,13142058.409700004,93255440.9540998,30759159.348922,00:06:35,sets_SA_20231108_0857
120901473.5,109654833.6,15624535.0,14745631.8,1,0.4460158697248673,16.119492779139552,0.8728568587502371,48968.0,185236.6,100000.0,100000.0,53517.74,0.0,38000.0,40000.0,193056.71,308882255.738748,72421550.0,70680367.9792,267484999.3708,316080959.2000001,343159474.827,240797074.7601449,60260008.11398021,355813979.11050755,0.0,18600517.714299984,95122764.31575394,37126950.362153,00:05:45,sets_SA_20231108_0857
109226773.25,131771010.8,15670306.0,94091707.84,1,0.2258906276210481,5.856947397948904,0.0,48968.0,185236.6,100000.0,66620.78,12196.141,56000.0,23321.599,40000.0,110122.78,305990075.6233974,72421550.0,70679322.1599,267515724.53530008,316080959.2000001,343100899.664,160437837.5614228,163906346.61153075,75232108.26663774,84443350.17262095,3538194.890879998,202677268.67201984,28273787.10564955,00:07:07,sets_SA_20231108_0857
128428062.45,77665459.658,15046398.0,167580556.3031,1,0.6017902297531748,5.618098073775587,0.0158936492664132,48968.0,185236.6,100000.0,100000.0,27023.123,56000.0,8494.6174,40000.0,132645.89,293666006.9447902,72421550.0,70680998.816,267475549.78660008,316080959.2000001,343165236.228,240803067.57831508,134302712.4889997,181573353.68430683,208734980.3634402,63278.8037,5122946.176339995,29834768.977225,00:06:38,sets_SA_20231108_0857
126201699.43100002,83344734.82,16263951.0,49839959.23,1,1.6538519685323672,18.62165021517141,0.3978995548628878,48968.0,185236.6,100000.0,100000.0,65834.175,56000.0,0.0,13911.571,200000.0,319432794.6020651,72421550.0,70678858.9667,267481685.2076001,316080959.2000001,343155774.849,240795636.1137249,42506106.70647999,423992610.7814112,62141895.06326015,0.0,1156655.95966,35745672.86893698,00:05:37,sets_SA_20231108_0857
118037135.213,113041319.7,15654884.0,16470955.113,1,0.3359023315644298,10.952217127463982,0.4918002884798834,48968.0,185236.6,100000.0,100000.0,45044.107,8473.6334,38000.0,40000.0,161830.54,309032041.41927683,72421550.0,70680994.35020001,267487522.07320008,316080959.2000001,343162569.241,240798566.7986751,81264271.87849015,321545817.13369805,25684.3706,18695707.3167,108265790.51915,34711555.55020404,00:06:06,sets_SA_20231108_0857
93148325.47,118295230.6,20115330.0,8123838.501999999,1,0.0,5.599741035937894,0.6890815158420796,48968.0,185236.6,100000.0,31305.794,40257.372,13260.368,38000.0,40000.0,86782.928,393522274.9710697,72121700.0,70633108.112,267191569.7606001,315087037.20000005,342485910.0,75339587.17621334,135423788.16247955,331789133.42162704,53322.8314,5505260.455120001,57025763.237379976,25783848.24205524,00:06:38,sets_SA_20231108_0857
62583684.57000001,154047278.8,28265564.0,7705593.100000001,1,0.0841350479132321,1.9006265001560856,0.220235339463144,48968.0,3617.6494,100000.0,0.0,29679.534,23838.206,38000.0,40000.0,0.0,534908820.9023376,72421550.0,70767421.518,5231500.869944201,316080959.2000001,343195533.847,0.0,212586421.2886181,258334332.8075264,153250.37686000005,4099955.45528,54623308.33619005,0.0,00:06:31,sets_SA_20231108_0857
80328207.75999999,179772792.0,20009007.0,49725029.1,1,0.1101305121360872,3.9666727367802057,0.0,48968.0,147950.36,100000.0,0.0,2260.5403,51257.2,38000.0,40000.0,51000.0,386200906.6784097,72421550.0,70675626.5891,213724776.37199983,316080959.2000001,343117299.99099994,0.0,195196066.3542701,16550509.877392448,12532130.639390005,65802189.84695,239716372.89512053,16966236.052754,00:07:02,sets_SA_20231108_0857
86467092.14000002,133859842.0,20603701.0,15128939.49,1,0.0318297751102711,4.891118120176508,0.4393871184337647,48968.0,176856.59,100000.0,14651.083,29894.213,23623.527,38000.0,40000.0,70588.235,400532392.4499,72421550.0,70684720.384,255439053.65831903,316080959.2000001,343158185.82500005,35285110.17059533,163695077.73504025,249898153.02036625,149600.83241,12163641.167360011,103890795.19125004,22212882.032999992,00:06:05,sets_SA_20231108_0857
76044903.55,193664139.0,20902078.0,46176343.1,1,0.0,3.9110156133542047,0.0620145000740757,48968.0,109196.67,100000.0,0.0,0.0,53517.74,38000.0,40000.0,34304.886,402090554.386625,72121700.0,70633108.112,157508992.1605694,315087037.20000005,342485910.0,0.0,186418742.7516617,0.0,2191652.8221000005,88445623.95662001,252741250.0599193,12726154.708373796,00:06:44,sets_SA_20231108_0857
78281286.494,129237952.15,23432620.0,6374662.134,1,0.0989650838581877,3.63625371686547,0.3944484200140841,48968.0,140887.27,100000.0,1283.9091,37305.574,16212.166,38000.0,40000.0,47058.824,449163896.1340166,72421550.0,70678256.608,203551358.6939,316080959.2000001,343162243.6522,3092035.0418932955,163995868.1861807,316795430.8639062,74188.27346000001,2830128.521260001,46101654.91950008,15928625.352444978,00:06:51,sets_SA_20231108_0857
119051138.96000002,89287109.149,17475803.0,752420.2069999999,1,0.9710129396725222,7.387394458246749,0.3705662340673409,48968.0,185236.6,100000.0,100000.0,66681.751,0.0,24835.989,40000.0,160800.68,337718506.9579812,72421550.0,70678805.9932,267481526.0871001,316080959.2000001,343155615.929,240795583.1393151,67649911.06894025,456310236.172288,0.0,170948.5714,5666174.975899999,32252525.33909,00:05:49,sets_SA_20231108_0857
135762887.26,73398908.919,14600373.0,176076781.49,1,3.0,11.266706955276575,0.0871171773888107,48968.0,185236.6,100000.0,100000.0,42401.255,56000.0,0.0,33116.485,200000.0,281950709.72658986,72421550.0,70680998.816,267487004.6464001,316080959.2000001,343163560.31,240799223.0454251,75693038.40058984,233604140.0375493,220137011.7951459,0.0,363077.80154,35218970.152035005,00:05:38,sets_SA_20231108_0857
104018723.33,124974879.9,17270873.0,18803524.59,1,0.2256542121184451,5.641876972714437,0.1386048031038151,48968.0,185236.6,100000.0,67356.578,31107.088,22410.653,38000.0,40000.0,103277.86,338583383.97443616,72421550.0,70680998.816,267483636.80920008,316080959.2000001,343155107.975,162213237.00074252,139269847.65757975,246401323.0394764,221421.40614,17783702.679729957,126120978.16805013,26979081.78986034,00:06:28,sets_SA_20231108_0857
84995461.35,116189555.27,22898836.0,1303395.023,1,0.2256428651568297,3.4870003632977267,1.1425262526962936,48968.0,157943.11,100000.0,9866.481,58711.978,0.0,32805.762,40000.0,53018.412,437015451.4261399,72421550.0,70677274.5491,228156537.13324043,316080959.2000001,343142831.883,23761421.632063378,89676308.05207048,430012007.89697695,0.0,353495.3616,9755457.571399989,16536055.051662007,00:05:57,sets_SA_20231108_0857
