monetary,emissions,indipendence,PM_emissions,monetary.w,emissions.w,indipendence.w,PM_emissions.w,pv_planned_ground,pv_planned_roof,wind_planned_onshore,wind_planned_offshore,P2Heat_planned,supply_heat_solid,supply_heat_oil,supply_heat_gpl,battery,supply_grid_power.p,pv_existing.p,pv_planned_ground.p,pv_planned_roof.p,wind_existing.p,wind_planned_onshore.p,wind_planned_offshore.p,P2Heat_existing.p,P2Heat_planned.p,supply_heat_solid.p,supply_heat_oil.p,supply_heat_gpl.p,battery.p,runtime,provenance
98216918.94,103589927.68,16767945.0,1374174.515,1,0.0878139196318664,7.407642909661561,1.4109918151285163,48968.0,180182.97,100000.0,45389.749,58907.529,0.0,32610.211,40000.0,96391.824,388016155.1620803,72421550.0,70926769.208,260982592.80333945,316080959.2000001,343566260.0,109374432.1735032,88803498.48445985,430337610.1155853,0.0,412439.9361,10243722.231619986,25066624.595952004,00:06:16,sets_SA_20231108_0857
118608029.24,84660746.3252,13636690.0,143178848.7602,1,0.5192044181764238,6.282493606350061,0.0166704315787716,48968.0,185236.6,100000.0,74833.377,28027.318,56000.0,7490.4224,40000.0,117647.06,319936876.7969241,72421550.0,70926769.208,268302433.94380003,316080959.2000001,343566260.0,180323933.3535049,134812012.42863926,211028365.7710549,178113509.3191257,28258.73803,5815125.628014001,27058249.55097742,00:06:26,sets_SA_20231108_0857
53997916.32,182616701.7,24462318.0,18573929.2,1,0.0357913442833055,0.510946727421647,0.0,0.0,0.0,100000.0,0.0,6387.3221,47130.418,38000.0,40000.0,0.0,567487820.4714711,72421550.0,0.0,0.0,316080959.2000001,343566260.0,0.0,336695665.2448014,55940307.11069228,1182746.50012,21684924.28718004,114293626.22353,0.0,00:06:30,sets_SA_20231108_0857
128523749.289,77951469.26200001,12631867.0,185130154.0349,1,0.6116849572364128,6.8683661994047736,0.0,48968.0,185236.6,100000.0,93338.067,23296.481,56000.0,12221.26,40000.0,128720.76,293797882.7587292,72421550.0,70926769.208,268302433.6638001,316080959.2000001,343566260.0,224914175.66503167,147628559.35314617,145464765.64778715,230521504.4544591,64653.2679,6117789.628739998,28836744.990399007,00:05:59,sets_SA_20231108_0857
72572089.05,198015211.0,17435904.0,54796793.5,1,0.0,5.16747334909209,0.0,48968.0,82174.979,100000.0,0.0,0.0,53517.74,38000.0,40000.0,39317.402,404312376.42670304,72421550.0,70926769.208,119024786.38532868,316080959.2000001,343566260.0,0.0,164213929.50220063,0.0,10700041.18537,97914077.1552302,256969221.7504092,13577776.732647708,00:07:04,sets_SA_20231108_0857
108958491.435,90332582.622,14810166.0,160928332.5982,1,0.5740347009875679,4.724930142973082,0.0,48968.0,182587.94,100000.0,41821.051,24151.638,56000.0,11366.102,40000.0,99298.655,345139489.1945837,72421550.0,70926769.208,264466025.5621805,316080959.2000001,343566260.0,100775038.74301256,145396701.31914994,181173730.40066603,200871915.75053,41957.2368,2312964.35361,23673399.91420696,00:07:23,sets_SA_20231108_0857
113282719.25,88038025.77,14486505.0,87439331.746,1,0.945309347770716,3.512724813742869,0.0369797444693111,48968.0,185236.6,100000.0,71934.389,37533.904,56000.0,0.0,37983.836,117647.06,338078884.0076312,72421550.0,70926769.208,268302433.88380003,316080959.2000001,343566260.0,173338321.48610407,109654597.34807956,310337402.9554571,109260934.56084806,0.0,544333.2694500001,25461725.87426003,00:07:11,sets_SA_20231108_0857
77149860.66299999,121650182.63,20205614.0,782997.6309999999,1,0.9404781283551592,0.0078462798873826,0.4011127162983959,48968.0,123939.04,100000.0,4238.3809,65315.004,0.0,26202.736,40000.0,23529.412,461959013.2495296,72421550.0,70926769.208,179517152.18929017,316080959.2000001,343566260.0,10213110.14267001,71457146.49053004,452266560.8720085,0.0,195550.0036,5878010.978000004,6639659.878630001,00:06:33,sets_SA_20231108_0857
69975742.05000001,146133281.01,19670962.0,28177697.66,1,0.2135946581381028,3.713300549864957,0.0,48968.0,94708.892,100000.0,0.0,23269.343,32173.573,36074.825,40000.0,26481.292,458103260.08733165,72421550.0,70926769.208,137179295.28781167,316080959.2000001,343566260.0,0.0,205786040.7123001,199164296.5752428,18032673.84335003,1262754.52925,105551506.96619968,8567988.779746974,00:07:30,sets_SA_20231108_0857
73674486.6,179475045.0,17517300.0,44455619.1,1,0.1234557617196966,4.662884724750351,0.0,48968.0,107004.86,100000.0,0.0,5217.629,48300.111,38000.0,40000.0,47058.824,409014831.63123095,72421550.0,70926769.208,154989150.62455967,316080959.2000001,343566260.0,0.0,197320060.29625013,40173087.61693367,9728767.189089997,52708091.73921008,229867262.98808056,14819727.756122893,00:07:35,sets_SA_20231108_0857
95922742.017,100573007.7252,16546920.0,126673621.8723,1,0.6148242178100108,3.3262251467772623,0.0,48968.0,164216.68,100000.0,20132.438,27102.82,56000.0,8414.9199,40000.0,72143.95,385526017.9604744,72421550.0,70926769.208,237856535.8990605,316080959.2000001,343566260.0,48512583.90991298,144662904.75864077,225607028.13265988,158199679.69965944,25390.8031,1302264.7946700004,18062408.799529336,00:06:57,sets_SA_20231108_0857
61979262.68800001,142644667.12,22825560.0,3197730.3910000003,1,0.0680133363291385,3.3470490182037578,0.6316418712683769,48968.0,21860.705,100000.0,0.0,45526.385,7991.355,38000.0,40000.0,7288.7892,524546849.01891625,72421550.0,70926769.208,31663722.791295,316080959.2000001,343566260.0,0.0,134143963.1946502,370982953.0196796,23272.97864,1083839.13244,23563240.974669952,2712242.8266006853,00:06:33,sets_SA_20231108_0857
